,source,target
1230,insumo,laboratório
1231,insumo,utensílio
1232,sulco,hidratação
1233,sulco,suor
1234,sulco,tanchagem
1235,sulco,secretor
1236,nuclear,transfusão
1237,nuclear,estilosante
1238,nuclear,carreta
1239,nuclear,capineira
1240,cabeça,velho
1241,cabeça,subnutrição
1242,cabeça,útero
1243,cabeça,anestro
1244,quente,vermifugação
1245,quente,calor
1246,quente,parasita
1247,quente,cloreto
1248,palatabilidade,novilho
1249,palatabilidade,vermífugo
1250,palatabilidade,bom
1251,palatabilidade,perfil
1252,endovenoso,contagioso
1253,endovenoso,inibidor
1254,endovenoso,espermatogênese
1255,endovenoso,portadora
1256,nutricional,exigência
1257,nutricional,interferir
1258,nutricional,lote
1259,nutricional,identificar
1260,ácer,solidificação
1261,ácer,spraying
1262,ácer,lado
1263,ácer,aminoácido
1264,cova,diferem
1265,cova,prostrar
1266,cova,agressivo
1267,cova,multiestrato
1268,espécie,forrageira
1269,espécie,cigarrinhar
1270,espécie,adubar
1271,espécie,naturalizar
1272,sulfúrico,capineira
1273,sulfúrico,rizoma
1274,sulfúrico,outonal
1275,sulfúrico,erradicar
1276,aquífero,mole
1277,aquífero,elétrico
1278,aquífero,maneira
1279,aquífero,rufião
1280,cobre,abundante
1281,cobre,raio
1282,cobre,guandu
1283,cobre,campilobacteriose
1284,erradicar,sulfúrico
1285,erradicar,espécies
1286,erradicar,outonal
1287,erradicar,ancep
1288,cor,sonda
1289,cor,manipulação
1290,cor,aparelho
1291,cor,pelagem
1292,infecção,uterino
1293,infecção,preventivo
1294,infecção,risco
1295,infecção,mau
1296,fluxo,subterrâneo
1297,fluxo,adulto
1298,fluxo,diluir
1299,fluxo,salinidade
1300,paciência,vício
1301,paciência,carinho
1302,paciência,cauda
1303,paciência,homeopater
1304,vegetar,phaseoloide
1305,vegetar,biomassa
1306,vegetar,lisa
1307,vegetar,antialérgico
1308,gêmeo,junta
1309,gêmeo,formigo
1310,gêmeo,dilatação
1311,gêmeo,osso
1312,tanchagem,dactylon
1313,tanchagem,parenteral
1314,tanchagem,secretor
1315,tanchagem,fitoterápico
1316,estolão,orvalho
1317,estolão,gasoso
1318,estolão,dossel
1319,estolão,desrama
1320,argamassa,urinário
1321,argamassa,poroso
1322,argamassa,brasiliensil
1323,argamassa,ave
1324,alizarina,legislação
1325,alizarina,alcoólico
1326,alizarina,cru
1327,alizarina,colher
1328,adiabático,bexiga
1329,adiabático,irritação
1330,adiabático,neoplasia
1331,adiabático,endereço
1332,transfusão,semiárido
1333,transfusão,mutica
1334,transfusão,argila
1335,transfusão,pluviométrico
1336,declive,canaleta
1337,declive,corrimento
1338,declive,pelagem
1339,declive,semiásper
1340,antibiose,antixenose
1341,antibiose,vegetar
1342,antibiose,inundação
1343,antibiose,phaseoloide
1344,elétrica,fermentar
1345,elétrica,aferição
1346,elétrica,lacrado
1347,elétrica,embarcadouro
1348,nervoso,vacinador
1349,nervoso,sintomatologia
1350,nervoso,bezerra
1351,nervoso,pasta
1352,creme,manteiguer
1353,creme,psicrotrófica
1354,creme,bronopol
1355,creme,parede
1356,portadora,gorduroso
1357,portadora,contagioso
1358,portadora,hipófise
1359,portadora,gossipol
1360,florescer,hematúria
1361,florescer,gayanu
1362,florescer,clorótico
1363,florescer,reincidência
1364,flúor,hereditário
1365,flúor,tremor
1366,flúor,biberão
1367,flúor,semiásper
1368,testar,oócito
1369,testar,maximização
1370,testar,aferição
1371,testar,mitocondrial
1372,silo,silagem
1373,silo,perda
1374,silo,fermentação
1375,silo,compactação
1376,abundante,íom
1377,abundante,barato
1378,abundante,cobre
1379,abundante,parasitária
1380,espécies,solubilização
1381,espécies,forragear
1382,espécies,semiárido
1383,espécies,argila
1384,ciclo,contagioso
1385,ciclo,densidade
1386,ciclo,casco
1387,ciclo,estolonífera
1388,ácido,copa
1389,ácido,biológico
1390,ácido,feijão
1391,ácido,neutralizar
1392,equino,carrapato
1393,equino,sintoma
1394,equino,bovino
1395,equino,carrapaticida
1396,mosquicidar,capoeira
1397,mosquicidar,gayanu
1398,mosquicidar,hematúria
1399,mosquicidar,bosque
1400,mamário,glândular
1401,mamário,quarto
1402,mamário,glândula
1403,mamário,colher
1404,poroso,bosque
1405,poroso,broto
1406,poroso,hematúria
1407,poroso,urinário
1408,anestro,prever
1409,anestro,velho
1410,anestro,subnutrição
1411,anestro,gestante
1412,condensar,odor
1413,condensar,doloroso
1414,condensar,oxitocina
1415,condensar,bula
1416,reagente,manganês
1417,reagente,sintético
1418,reagente,cordão
1419,reagente,fita
1420,pelar,procedimento
1421,pelar,pasteurizado
1422,pelar,meio
1423,pelar,suficiente
1424,debilitar,apatia
1425,debilitar,potássio
1426,debilitar,aerada
1427,debilitar,demora
1428,palhoso,necropsia
1429,palhoso,petróleo
1430,palhoso,fóssil
1431,palhoso,urinário
1432,erva,capoeira
1433,erva,hematúria
1434,erva,gayanu
1435,erva,necropsia
1436,captura,necropsia
1437,captura,miíase
1438,captura,nódulo
1439,captura,nematoide
1440,pastagem,arborização
1441,pastagem,meloso
1442,pastagem,cigarrinhar
1443,pastagem,fertilizante
1444,durabilidade,engenharia
1445,durabilidade,caule
1446,durabilidade,oxalato
1447,durabilidade,dessecação
1448,extração,braquiária
1449,extração,plantar
1450,extração,capim
1451,extração,topografia
1452,colibacilose,chá
1453,colibacilose,bater
1454,colibacilose,pasta
1455,colibacilose,pneumoenterite
1456,rasteira,pelagem
1457,rasteira,declive
1458,rasteira,tenra
1459,rasteira,canaleta
1460,infectante,parasitose
1461,infectante,metacercária
1462,infectante,norsesquiterpeno
1463,infectante,ptaquiloser
1464,sombritar,encharcamento
1465,sombritar,urinário
1466,sombritar,bosque
1467,sombritar,palhoso
1468,maximização,oócito
1469,maximização,semiáspero
1470,maximização,armadilha
1471,maximização,arroxear
1472,biossólido,carbúnculo
1473,biossólido,ripado
1474,biossólido,desbastar
1475,biossólido,petróleo
1476,perfilhamento,oxalato
1477,perfilhamento,roçar
1478,perfilhamento,excremento
1479,perfilhamento,brasilense
1480,spraying,ácer
1481,spraying,aminoácido
1482,spraying,agalactiae
1483,spraying,tostagem
1484,cordiforme,roçar
1485,cordiforme,biomassa
1486,cordiforme,leito
1487,cordiforme,replantio
1488,gel,patógeno
1489,gel,microbiana
1490,gel,corticosteroide
1491,gel,fígar
1492,samambaia,humano
1493,samambaia,digestivo
1494,samambaia,organismo
1495,samambaia,sofrimento
1496,bacteriano,glóbulo
1497,bacteriano,cru
1498,bacteriano,industrialização
1499,bacteriano,descer
1500,fibra,enzima
1501,fibra,seca
1502,fibra,pressãar
1503,fibra,cobrir
1504,higiênico,sintomático
1505,higiênico,abrasividade
1506,higiênico,urinário
1507,higiênico,osso
1508,estimulante,serragem
1509,estimulante,nlemfuensis
1510,estimulante,subproduto
1511,estimulante,fóssil
1512,progesterona,ptaquiloser
1513,progesterona,coloração
1514,progesterona,icterícia
1515,progesterona,articulação
1516,ave,urinário
1517,ave,beladona
1518,ave,galho
1519,ave,carboidrato
1520,imobilizar,ferir
1521,imobilizar,biossólido
1522,imobilizar,glicerinar
1523,imobilizar,muscular
1524,fácil,aproveitamento
1525,fácil,operação
1526,fácil,método
1527,fácil,gramíneo
1528,esterco,líquido
1529,esterco,lagoa
1530,esterco,semissólido
1531,esterco,tanque
1532,seivar,infecçãar
1533,seivar,coccidiose
1534,seivar,eimeriose
1535,seivar,erliquiose
1536,açúcar,cortar
1537,açúcar,libido
1538,açúcar,ereto
1539,açúcar,tecidos
1540,evaporação,homeotermia
1541,evaporação,suor
1542,evaporação,lábio
1543,evaporação,prostração
1544,rizomatoso,florir
1545,rizomatoso,ancep
1546,rizomatoso,outonal
1547,rizomatoso,brizantha
1548,imunidade,agente
1549,imunidade,praga
1550,imunidade,doença
1551,imunidade,morte
1552,óxido,bicarbonato
1553,óxido,válvula
1554,óxido,alvenaria
1555,óxido,ginecológico
1556,spray,injetável
1557,spray,dorso
1558,spray,acupuntura
1559,spray,vaginal
1560,terapia,molécular
1561,terapia,novilha
1562,terapia,secar
1563,terapia,útero
1564,antialérgico,antitóxico
1565,antialérgico,antisséptico
1566,antialérgico,pubescem
1567,antialérgico,condensatu
1568,metabólico,distúrbio
1569,metabólico,lateral
1570,metabólico,tuberculose
1571,metabólico,recurso
1572,escuro,pesagem
1573,escuro,desinteresse
1574,escuro,patogênico
1575,escuro,odor
1576,digestão,aeróber
1577,digestão,seiva
1578,digestão,coloração
1579,digestão,nebulização
1580,magro,gestante
1581,magro,gordo
1582,magro,secar
1583,magro,prever
1584,grão,mucunoide
1585,grão,chartarum
1586,grão,florescer
1587,grão,arejamento
1588,carga,resistente
1589,carga,humano
1590,carga,núcleo
1591,carga,sombrear
1592,reciclagem,tintura
1593,reciclagem,acidente
1594,reciclagem,inibidor
1595,reciclagem,endovenoso
1596,cérebro,hipófise
1597,cérebro,gorduroso
1598,cérebro,gossipol
1599,cérebro,cerco
1600,azebuados,chifre
1601,azebuados,engorda
1602,azebuados,avó
1603,azebuados,liber
1604,estufamento,amargo
1605,estufamento,conservante
1606,estufamento,reciclável
1607,estufamento,pútridos
1608,sofrimento,humano
1609,sofrimento,samambaia
1610,sofrimento,carga
1611,sofrimento,interação
1612,enxofrar,iodato
1613,enxofrar,rim
1614,enxofrar,pescoço
1615,enxofrar,metionina
1616,cajan,guandu
1617,cajan,frigidez
1618,cajan,sintetizar
1619,cajan,cetose
1620,potável,dietético
1621,potável,cerco
1622,potável,masculino
1623,potável,excretar
1624,salinidade,carbonato
1625,salinidade,água
1626,salinidade,mole
1627,salinidade,elétrico
1628,laboratório,industrialização
1629,laboratório,brusco
1630,laboratório,mililitro
1631,laboratório,glóbulo
1632,retal,espessura
1633,retal,régua
1634,retal,mourão
1635,retal,arbusto
1636,fungo,pubescem
1637,fungo,antitóxico
1638,fungo,antisséptico
1639,fungo,feijão
1640,locomotor,obstétrico
1641,locomotor,mourão
1642,locomotor,tubo
1643,locomotor,lei
1644,doente,doméstico
1645,doente,organismo
1646,doente,doador
1647,doente,humano
1648,presença,bezerro
1649,presença,mamar
1650,presença,imunoglobulina
1651,presença,lactente
1652,seco,base
1653,seco,limpo
1654,seco,dieta
1655,seco,molécular
1656,cheiro,excremento
1657,cheiro,cabeça
1658,cheiro,velho
1659,cheiro,subnutrição
1660,camomila,cartilagem
1661,camomila,irritação
1662,camomila,bexiga
1663,camomila,muscular
1664,diferem,tricomonose
1665,diferem,alvenaria
1666,diferem,adesivo
1667,diferem,tubo
1668,multiestrato,carvão
1669,multiestrato,magnesiano
1670,multiestrato,diferem
1671,multiestrato,junta
1672,salobrar,fervente
1673,salobrar,água
1674,salobrar,salinidade
1675,salobrar,subterrâneo
1676,semiáridar,perene
1677,semiáridar,boca
1678,semiáridar,fascicular
1679,semiáridar,aceiro
1680,pedaço,parenteral
1681,pedaço,dimensionamento
1682,pedaço,secretor
1683,pedaço,cânula
1684,tecnificação,homozigoto
1685,tecnificação,liber
1686,tecnificação,cristalino
1687,tecnificação,mocho
1688,prolapso,vaginal
1689,prolapso,papelão
1690,prolapso,engorda
1691,prolapso,cristalino
1692,paratifo,cisteína
1693,paratifo,minerais
1694,paratifo,regador
1695,paratifo,salobra
1696,plástico,endereço
1697,plástico,linhaça
1698,plástico,acupuntura
1699,plástico,nucleotídeo
1700,levedura,viscosidade
1701,levedura,pomada
1702,levedura,micoplasma
1703,levedura,tampa
1704,dominância,forragear
1705,dominância,espécies
1706,dominância,argila
1707,dominância,semiárido
1708,roçar,brasilense
1709,roçar,arborizar
1710,roçar,estria
1711,roçar,lençol
1712,ereta,perene
1713,ereta,boca
1714,ereta,fascicular
1715,ereta,semiáridar
1716,manga,folicular
1717,manga,bovina
1718,manga,régua
1719,manga,féter
1720,dimensionamento,parenteral
1721,dimensionamento,tanchagem
1722,dimensionamento,dactylon
1723,dimensionamento,desidratadar
1724,coágulo,floco
1725,coágulo,pata
1726,coágulo,aguar
1727,coágulo,cetônico
1728,ginecológico,abdômen
1729,ginecológico,válvula
1730,ginecológico,alvenaria
1731,ginecológico,capilar
1732,pesticidar,natimorto
1733,pesticidar,medir
1734,pesticidar,risco
1735,pesticidar,ver
1736,microbiano,lácteo
1737,microbiano,descer
1738,microbiano,álcool
1739,microbiano,população
1740,vitamina,mineral
1741,vitamina,balancear
1742,vitamina,dieta
1743,vitamina,molécular
1744,corporal,parto
1745,corporal,interferir
1746,corporal,novilho
1747,corporal,lactação
1748,neoplasia,bexiga
1749,neoplasia,irritação
1750,neoplasia,cartilagem
1751,neoplasia,adiabático
1752,pubescem,antitóxico
1753,pubescem,antialérgico
1754,pubescem,condensatu
1755,pubescem,obesidade
1756,enzima,salmonelose
1757,enzima,seca
1758,enzima,proteína
1759,enzima,molécula
1760,doador,morte
1761,doador,humano
1762,doador,dose
1763,doador,doente
1764,libido,pele
1765,libido,semeadura
1766,libido,papelão
1767,libido,mamite
1768,pesar,bebedouro
1769,pesar,cruza
1770,pesar,obtençãar
1771,pesar,homeopático
1772,espáduo,carbúnculo
1773,espáduo,fitoterapia
1774,espáduo,necropsia
1775,espáduo,muscular
1776,régua,retal
1777,régua,abdômen
1778,régua,mourão
1779,régua,óvulo
1780,acidente,briga
1781,acidente,homeopático
1782,acidente,tintura
1783,acidente,fenótipo
1784,amarelar,aquoso
1785,amarelar,óvulo
1786,amarelar,estirpe
1787,amarelar,infusão
1788,gramínea,tropical
1789,gramínea,leguminoso
1790,gramínea,fenação
1791,gramínea,gramíneo
1792,íom,abundante
1793,íom,enxofre
1794,íom,parasitária
1795,íom,populaçãar
1796,bicheira,acupuntura
1797,bicheira,sintomatologia
1798,bicheira,bezerra
1799,bicheira,vampiricida
1800,celular,obesidade
1801,celular,florescimento
1802,celular,estria
1803,celular,acidificar
1804,bovil,transfusão
1805,bovil,helminto
1806,bovil,estaçãar
1807,bovil,saginatar
1808,rebanhar,alta
1809,rebanhar,rebanho
1810,rebanhar,reprodutivo
1811,rebanhar,batoque
1812,térmica,tampa
1813,térmica,conservante
1814,térmica,reciclável
1815,térmica,certificar
1816,teor,lactose
1817,teor,proteína
1818,teor,gordura
1819,teor,dieta
1820,hematúria,bosque
1821,hematúria,urinário
1822,hematúria,capoeira
1823,hematúria,poroso
1824,transgenia,pote
1825,transgenia,cauda
1826,transgenia,roliço
1827,transgenia,icterícia
1828,regime,adulteração
1829,regime,colônia
1830,regime,sucedâneo
1831,regime,legislação
1832,ventilar,hormônio
1833,ventilar,terreno
1834,ventilar,motivo
1835,ventilar,subnutrição
1836,larval,enxertar
1837,larval,sexo
1838,larval,emagrecimento
1839,larval,infecçãar
1840,queimada,aditivo
1841,queimada,ripado
1842,queimada,multiestrato
1843,queimada,osso
1844,ingrediente,planejamento
1845,ingrediente,palatabilidade
1846,ingrediente,perfil
1847,ingrediente,orientar
1848,água,salinidade
1849,água,carbonato
1850,água,concentração
1851,água,mole
1852,silagem,silo
1853,silagem,fermentação
1854,silagem,perda
1855,silagem,armazenamento
1856,obtençãar,herdar
1857,obtençãar,lesão
1858,obtençãar,bebedouro
1859,obtençãar,pesar
1860,calopogônio,galho
1861,calopogônio,capitata
1862,calopogônio,carboidrato
1863,calopogônio,casca
1864,papelão,vaginal
1865,papelão,spray
1866,papelão,banho
1867,papelão,hidratação
1868,nlemfuensil,abate
1869,nlemfuensil,madeira
1870,nlemfuensil,armadilha
1871,nlemfuensil,tintura
1872,objetivo,sombrite
1873,objetivo,lembrar
1874,objetivo,filho
1875,objetivo,insolação
1876,empacotamento,natalidade
1877,empacotamento,umbilical
1878,empacotamento,embarcadouro
1879,empacotamento,válvula
1880,cansaço,vício
1881,cansaço,paciência
1882,cansaço,cauda
1883,cansaço,irritação
1884,urinar,eimeriose
1885,urinar,ferir
1886,urinar,vírus
1887,urinar,bexiga
1888,casco,densidade
1889,casco,tampão
1890,casco,alcalinidade
1891,casco,endogamia
1892,maturar,incubadora
1893,maturar,telar
1894,maturar,fígar
1895,maturar,aniônico
1896,vetor,semiásper
1897,vetor,fertilização
1898,vetor,purulento
1899,vetor,sexado
1900,dessecação,obesidade
1901,dessecação,oxalato
1902,dessecação,solubilização
1903,dessecação,acidificar
1904,lado,pneumonia
1905,lado,amargo
1906,lado,estufamento
1907,lado,pútridos
1908,vacina,fungo
1909,vacina,lavar
1910,vacina,sobreordenha
1911,vacina,ácido
1912,perna,suor
1913,perna,purulento
1914,perna,obstétrico
1915,perna,multiovulação
1916,clorar,boi
1917,clorar,raço
1918,clorar,associação
1919,clorar,mosca
1920,cápsula,amarelar
1921,cápsula,óvulo
1922,cápsula,espessura
1923,cápsula,segurar
1924,corrimento,canaleta
1925,corrimento,pelagem
1926,corrimento,declive
1927,corrimento,mutante
1928,fator,elevar
1929,fator,rufião
1930,fator,físico
1931,fator,clonagem
1932,suplemento,balancear
1933,suplemento,suplementar
1934,suplemento,dieta
1935,suplemento,volumoso
1936,coccidiose,eimeriose
1937,coccidiose,muscular
1938,coccidiose,ferir
1939,coccidiose,adiabático
1940,solubilidade,perfilhamento
1941,solubilidade,cheiro
1942,solubilidade,secar
1943,solubilidade,regra
1944,mutante,fasciolose
1945,mutante,multiovulação
1946,mutante,sanitizar
1947,mutante,corrimento
1948,imunológico,treinamento
1949,imunológico,árvore
1950,imunológico,estressar
1951,imunológico,compostagem
1952,babar,hematúria
1953,babar,bosque
1954,babar,gayanu
1955,babar,mucunoide
1956,purulento,suor
1957,purulento,régua
1958,purulento,segura
1959,purulento,capilar
1960,quarentena,parteiro
1961,quarentena,colibacilose
1962,quarentena,chá
1963,quarentena,fabricante
1964,suplementar,comer
1965,suplementar,suplemento
1966,suplementar,volumoso
1967,suplementar,peletizado
1968,corrente,sanguíneo
1969,corrente,multípara
1970,corrente,amargo
1971,corrente,edema
1972,transgênico,descendente
1973,transgênico,dose
1974,transgênico,lateral
1975,transgênico,esperar
1976,inundação,antixenose
1977,inundação,fotossensibilização
1978,inundação,vitamina
1979,inundação,perfilhamento
1980,pasteurizado,microbiológico
1981,pasteurizado,leite
1982,pasteurizado,refrigerar
1983,pasteurizado,reter
1984,fósforo,nutriente
1985,fósforo,cobrir
1986,fósforo,mineral
1987,fósforo,fibra
1988,neutralizar,espécies
1989,neutralizar,solubilização
1990,neutralizar,reincidência
1991,neutralizar,forragear
1992,aniônica,gostar
1993,aniônica,heterozigoto
1994,aniônica,sintetizar
1995,aniônica,bastão
1996,parto,corporal
1997,parto,novilho
1998,parto,demorar
1999,parto,parir
2000,sintomático,macio
2001,sintomático,aditivo
2002,sintomático,aceiro
2003,sintomático,ave
2004,bovino,carrapato
2005,bovino,equino
2006,bovino,enfermidade
2007,bovino,infestação
2008,espermatogênese,inibidor
2009,espermatogênese,aniônico
2010,espermatogênese,concha
2011,espermatogênese,bastão
2012,artrópode,chorume
2013,artrópode,tostar
2014,artrópode,gás
2015,artrópode,aerada
2016,simulação,banana
2017,simulação,fraco
2018,simulação,aproveitar
2019,simulação,coçar
2020,carrapaticida,trilha
2021,carrapaticida,cavalo
2022,carrapaticida,carrapato
2023,carrapaticida,parasitário
2024,cérvix,prolapso
2025,cérvix,monocultura
2026,cérvix,vaginal
2027,cérvix,obesa
2028,aquecedor,incrustação
2029,aquecedor,junto
2030,aquecedor,desidratadar
2031,aquecedor,isopor
2032,terço,levedura
2033,terço,estreptococo
2034,terço,desmama
2035,terço,pomada
2036,caprino,galho
2037,caprino,desrama
2038,caprino,broto
2039,caprino,hematúria
2040,aguar,floco
2041,aguar,pata
2042,aguar,sanitizar
2043,aguar,coágulo
2044,emagrecer,prenhe
2045,emagrecer,tamponante
2046,emagrecer,motivo
2047,emagrecer,mal
2048,genoma,confiança
2049,genoma,medo
2050,genoma,íom
2051,genoma,mitocondrial
2052,veranico,guianesil
2053,veranico,arejamento
2054,veranico,tostar
2055,veranico,lenhoso
2056,subclínica,clínico
2057,subclínica,colônia
2058,subclínica,sucedâneo
2059,subclínica,contaminar
2060,teta,solubilizados
2061,teta,regador
2062,teta,tenra
2063,teta,iodato
2064,ficha,gir
2065,ficha,zebuína
2066,ficha,leito
2067,ficha,guzerá
2068,desmembrar,herbívoro
2069,desmembrar,bovil
2070,desmembrar,secador
2071,desmembrar,helminto
2072,membrana,vidro
2073,membrana,embarcadouro
2074,membrana,natalidade
2075,membrana,sanguíneo
2076,semiáspero,rasteiro
2077,semiáspero,sintético
2078,semiáspero,garupar
2079,semiáspero,oócito
2080,predador,escarificaçãar
2081,predador,equídeo
2082,predador,carroça
2083,predador,suculento
2084,fluido,interferir
2085,fluido,descartar
2086,fluido,reter
2087,fluido,molécula
2088,pata,floco
2089,pata,sanitizar
2090,pata,aguar
2091,pata,marcação
2092,ácidos,solo
2093,ácidos,análise
2094,ácidos,calagem
2095,ácidos,fértil
2096,agulha,brilho
2097,agulha,vitalidade
2098,agulha,mamite
2099,agulha,hematófago
2100,secreção,desconforto
2101,secreção,organismo
2102,secreção,resistente
2103,secreção,agudar
2104,descornar,intestino
2105,descornar,cancerígeno
2106,descornar,descorna
2107,descornar,homeopatia
2108,madeira,oócito
2109,madeira,armadilha
2110,madeira,mitocondrial
2111,madeira,maximização
2112,medir,taxa
2113,medir,inseminador
2114,medir,parir
2115,medir,lote
2116,clínico,subclínica
2117,clínico,antibiótico
2118,clínico,incidência
2119,clínico,antixenose
2120,higiênica,regime
2121,higiênica,guzer
2122,higiênica,sabor
2123,higiênica,quarto
2124,chartarum,mucunoide
2125,chartarum,babar
2126,chartarum,condensatu
2127,chartarum,via
2128,tanque,semissólido
2129,tanque,esterco
2130,tanque,raspar
2131,tanque,bomba
2132,tecer,desinteresse
2133,tecer,pesagem
2134,tecer,escuro
2135,tecer,sobreordenha
2136,feto,magra
2137,feto,gordo
2138,feto,gestação
2139,feto,gestante
2140,parasitando,micuim
2141,parasitando,chifr
2142,parasitando,infectante
2143,parasitando,febril
2144,bernes,heterozigoto
2145,bernes,canaleta
2146,bernes,etiológico
2147,bernes,nosódio
2148,temperatura,luminosidade
2149,temperatura,termômetro
2150,temperatura,ar
2151,temperatura,elevar
2152,estimular,mãe
2153,estimular,aproveitamento
2154,estimular,aspersor
2155,estimular,tolerância
2156,masculino,sintetizar
2157,masculino,cerco
2158,masculino,gorduroso
2159,masculino,gostar
2160,integração,infusão
2161,integração,seleno
2162,integração,régua
2163,integração,retal
2164,subclínico,brasiliensil
2165,subclínico,solto
2166,subclínico,espáduo
2167,subclínico,bosque
2168,leiteiro,rebanho
2169,leiteiro,mestiço
2170,leiteiro,sanitário
2171,leiteiro,reprodutivo
2172,frieira,quaternário
2173,frieira,pneumonia
2174,frieira,lado
2175,frieira,incubar
2176,lei,subproduto
2177,lei,sugador
2178,lei,nlemfuensis
2179,lei,dilatação
2180,portador,bactericida
2181,portador,mofado
2182,portador,homeopático
2183,portador,frutoso
2184,fasciolose,mutante
2185,fasciolose,multiovulação
2186,fasciolose,segregação
2187,fasciolose,régua
2188,molécular,base
2189,molécular,mutação
2190,molécular,limpo
2191,molécular,dieta
2192,invasor,superpastejo
2193,invasor,planta
2194,invasor,semear
2195,invasor,tóxico
2196,hidrogênio,frágil
2197,hidrogênio,transmissãar
2198,hidrogênio,poroso
2199,hidrogênio,casca
2200,combustível,petróleo
2201,combustível,fóssil
2202,combustível,linhaça
2203,combustível,glicerinar
2204,cruzamento,raça
2205,cruzamento,puro
2206,cruzamento,holandês
2207,cruzamento,acasalar
2208,boca,semiáridar
2209,boca,perene
2210,boca,aceiro
2211,boca,fascicular
2212,colônia,refrigerar
2213,colônia,legislação
2214,colônia,microbiológico
2215,colônia,contaminar
2216,rim,cetônico
2217,rim,enxofrar
2218,rim,pescoço
2219,rim,segregação
2220,espermático,fígar
2221,espermático,microbiana
2222,espermático,epitelial
2223,espermático,intramamário
2224,luz,citômetro
2225,luz,cajan
2226,luz,espermatozoide
2227,luz,hipófise
2228,nutricionista,aferição
2229,nutricionista,psicrotrófica
2230,nutricionista,parede
2231,nutricionista,genótipo
2232,carroça,semeadeira
2233,carroça,escarificaçãar
2234,carroça,capineira
2235,carroça,brotação
2236,descongelar,urease
2237,descongelar,fítico
2238,descongelar,ovariana
2239,descongelar,pata
2240,ruminante,rótulo
2241,ruminante,bicarbonato
2242,ruminante,embalagem
2243,ruminante,acidose
2244,rançoso,acessar
2245,rançoso,adocicar
2246,rançoso,iodar
2247,rançoso,patógeno
2248,ferrugem,perene
2249,ferrugem,semiáridar
2250,ferrugem,boca
2251,ferrugem,multiestrato
2252,babesiose,protozoário
2253,babesiose,vacinar
2254,babesiose,cavalo
2255,babesiose,cor
2256,prostrar,prostaglandina
2257,prostrar,latão
2258,prostrar,citratar
2259,prostrar,segregação
2260,calcítico,solubilizados
2261,calcítico,sulfurados
2262,calcítico,iodar
2263,calcítico,multiflorum
2264,gradagem,calcário
2265,gradagem,alumínio
2266,gradagem,erosão
2267,gradagem,calagem
2268,papeira,papo
2269,papeira,morcego
2270,papeira,bócio
2271,papeira,subtropical
2272,urinário,ave
2273,urinário,bosque
2274,urinário,necropsia
2275,urinário,hematúria
2276,gigante,rizomatoso
2277,gigante,broto
2278,gigante,drenagem
2279,gigante,ancep
2280,manganês,sphacelatar
2281,manganês,nlemfuensis
2282,manganês,sintético
2283,manganês,fita
2284,distúrbio,metabólico
2285,distúrbio,desidratação
2286,distúrbio,medo
2287,distúrbio,nuclear
2288,lona,clonagem
2289,lona,animal
2290,lona,doador
2291,lona,interação
2292,teteira,oxitocina
2293,teteira,doloroso
2294,teteira,contaminação
2295,teteira,substância
2296,humano,resistente
2297,humano,doador
2298,humano,samambaia
2299,humano,morte
2300,cupim,minutiflora
2301,cupim,rotacionar
2302,cupim,desinfetantes
2303,cupim,quelação
2304,nutrir,paternidade
2305,nutrir,hospedeiro
2306,nutrir,pus
2307,nutrir,desmame
2308,novilha,detergente
2309,novilha,exame
2310,novilha,gestante
2311,novilha,ovário
2312,procurar,tristeza
2313,procurar,reação
2314,procurar,parasitário
2315,procurar,bovil
2316,macega,fasciolose
2317,macega,régua
2318,macega,cisteína
2319,macega,retal
2320,aureu,obeso
2321,aureu,secar
2322,aureu,enxertar
2323,aureu,termofílica
2324,úmido,proporção
2325,úmido,bebedouro
2326,úmido,revacinar
2327,úmido,cloreto
2328,permanente,imobilizar
2329,permanente,aeróbia
2330,permanente,anaeróbia
2331,permanente,lâmina
2332,motivo,cabeça
2333,motivo,subnutrição
2334,motivo,hormônio
2335,motivo,exame
2336,principal,maneira
2337,principal,instalação
2338,principal,praga
2339,principal,enfermidade
2340,iodar,sulfurados
2341,iodar,minerais
2342,iodar,fósforar
2343,iodar,rançoso
2344,pressãar,malha
2345,pressãar,parir
2346,pressãar,inseminador
2347,pressãar,taxa
2348,membro,erliquiose
2349,membro,sintomatologia
2350,membro,injetável
2351,membro,névoa
2352,digestivo,samambaia
2353,digestivo,humano
2354,digestivo,doente
2355,digestivo,organismo
2356,citoplasma,vício
2357,citoplasma,capilar
2358,citoplasma,cortisol
2359,citoplasma,estereotipia
2360,mineral,vitamina
2361,mineral,suplemento
2362,mineral,balancear
2363,mineral,dieta
2364,larva,exame
2365,larva,velho
2366,larva,motivo
2367,larva,ventilar
2368,densidade,casco
2369,densidade,ciclo
2370,densidade,arraçoamento
2371,densidade,agalactiae
2372,colmo,hídrico
2373,colmo,andrológico
2374,colmo,panicum
2375,colmo,caseiro
2376,manipulação,queimada
2377,manipulação,fazendeiro
2378,manipulação,apodrecimento
2379,manipulação,higiênico
2380,inibidor,espermatogênese
2381,inibidor,hipófise
2382,inibidor,aniônico
2383,inibidor,gossipol
2384,entrar,hectare
2385,entrar,acasalamento
2386,entrar,preventivo
2387,entrar,cruzar
2388,arbóreo,contagioso
2389,arbóreo,cromossomo
2390,arbóreo,espermatogênese
2391,arbóreo,endovenoso
