,term1,term2,value
14041,sexo, bivitelino,1
14042,sexo, cobertura,1
14043,sexo, concentração,1
14044,sexo, estéril,1
14045,sexo, fetal,1
14046,sexo, feto,1
14047,sexo, filho,1
14048,sexo, fêmeo,1
14049,sexo, herdar,1
14050,sexo, identificar,1
14051,sexo, macho,1
14052,sexo, monta,1
14053,sexo, médio,1
14054,sexo, ovulação,1
14055,sexo, ovócito,1
14056,sexo, raça,1
14057,sexo, sexar,1
14058,sexo, solto,1
14059,sexo, suficiente,1
14060,sexo, taxa,1
14061,sexo, ultrassonografia,1
14062,sexo, variação,1
14063,dolomítico, bovino,1
14064,dolomítico, calcário,1
14065,dolomítico, magnesiano,1
14066,dolomítico, mineral,1
14067,espessura, animal,1
14068,espessura, casco,1
14069,espessura, célula,1
14070,espessura, dilatação,1
14071,espessura, escorregar,1
14072,espessura, gel,1
14073,espessura, junta,1
14074,espessura, semiáspero,1
14075,espessura, somático,1
14076,lixo, animal,1
14077,lixo, biossólido,1
14078,lixo, carbono,1
14079,lixo, esterco,1
14080,lixo, material,1
14081,lixo, nitrogênio,1
14082,lixo, palhoso,1
14083,lixo, resíduo,1
14084,lixo, vegetal,1
14085,fisiológico, afetar,1
14086,fisiológico, animal,1
14087,fisiológico, braquiária,1
14088,fisiológico, calor,1
14089,fisiológico, doença,1
14090,fisiológico, dormência,1
14091,fisiológico, fator,1
14092,fisiológico, garantir,1
14093,fisiológico, mau,1
14094,fisiológico, metabólico,1
14095,fisiológico, perder,1
14096,fisiológico, plantio,1
14097,fisiológico, proteína,1
14098,fisiológico, quebrar,1
14099,fisiológico, quente,1
14100,fisiológico, raça,1
14101,fisiológico, ração,1
14102,fisiológico, seco,1
14103,fisiológico, semente,1
14104,fisiológico, temperatura,1
14105,fisiológico, água,1
14106,guandu, aveia,1
14107,guandu, espécie,1
14108,guandu, forrageira,1
14109,guandu, inverno,1
14110,guandu, lactação,1
14111,guandu, multiflorum,1
14112,guandu, perene,1
14113,guandu, plantio,1
14114,guandu, proteína,1
14115,guandu, sativa,1
14116,guandu, seca,1
14117,guandu, vaca,1
14118,hipófise, cérebro,1
14119,hipófise, estimular,1
14120,hipófise, hormônio,1
14121,hipófise, metabolismo,1
14122,hipófise, ovário,1
14123,hipófise, vaca,1
14124,hipófise, órgão,1
14125,bigemina, afetar,1
14126,bigemina, agulha,1
14127,bigemina, anaplasmose,1
14128,bigemina, babesiose,1
14129,bigemina, bactéria,1
14130,bigemina, bovil,1
14131,bigemina, bovino,1
14132,bigemina, cirúrgico,1
14133,bigemina, contaminar,1
14134,bigemina, enfermidade,1
14135,bigemina, infestação,1
14136,bigemina, inseto,1
14137,bigemina, material,1
14138,bigemina, protozoário,1
14139,bigemina, rebanho,1
14140,bigemina, sugador,1
14141,mutante, bacteriano,1
14142,mutante, bactéria,1
14143,mutante, coler,1
14144,mutante, estirpe,1
14145,mutante, preparar,1
14146,mutante, vacina,1
14147,toxina, adulto,1
14148,toxina, animais,1
14149,toxina, bactéria,1
14150,toxina, capim,1
14151,toxina, cigarra,1
14152,toxina, célula,1
14153,toxina, digestivo,1
14154,toxina, distúrbio,1
14155,toxina, fungo,1
14156,toxina, glândular,1
14157,toxina, inflamatório,1
14158,toxina, inseto,1
14159,toxina, leiteiro,1
14160,toxina, metabólico,1
14161,toxina, parte,1
14162,toxina, pastagem,1
14163,toxina, planta,1
14164,toxina, seivar,1
14165,toxina, sintoma,1
14166,toxina, vacar,1
14167,endereçar, brachiaria,1
14168,endereçar, gênerar,1
14169,chá, bater,1
14170,chá, bezerro,1
14171,chá, freezer,1
14172,chá, ovo,1
14173,chá, vegetal,1
14174,chá, água,1
14175,semiáridar, bovino,1
14176,semiáridar, fascicular,1
14177,semiáridar, grande,1
14178,semiáridar, radicular,1
14179,semiáridar, salinidade,1
14180,semiáridar, sistema,1
14181,semiáridar, subterrâneo,1
14182,semiáridar, água,1
14183,rizomatoso, bermuda,1
14184,rizomatoso, ciclo,1
14185,rizomatoso, estolonífera,1
14186,rizomatoso, fotossintético,1
14187,rizomatoso, gramínea,1
14188,rizomatoso, perene,1
14189,rizomatoso, prostrar,1
14190,rizomatoso, subtropical,1
14191,corda, bastão,1
14192,corda, colorir,1
14193,corda, identificar,1
14194,corda, lombo,1
14195,corda, marcação,1
14196,corda, pata,1
14197,corda, pescoço,1
14198,corda, tratamento,1
14199,corda, vaca,1
14200,bula, administração,1
14201,bula, animais,1
14202,bula, animal,1
14203,bula, aspersão,1
14204,bula, banho,1
14205,bula, bom,1
14206,bula, bovino,1
14207,bula, brinco,1
14208,bula, carrapaticidar,1
14209,bula, concentração,1
14210,bula, cuidado,1
14211,bula, descartar,1
14212,bula, diluição,1
14213,bula, dorso,1
14214,bula, elevar,1
14215,bula, fabricante,1
14216,bula, injetável,1
14217,bula, laboratório,1
14218,bula, lactação,1
14219,bula, modo,1
14220,bula, mosca,1
14221,bula, mosquicidar,1
14222,bula, parasiticida,1
14223,bula, pelar,1
14224,bula, principal,1
14225,bula, proliferação,1
14226,bula, recomendação,1
14227,bula, resistente,1
14228,bula, spray,1
14229,bula, veneno,1
14230,bula, ver,1
14231,bula, vermifugação,1
14232,absorvível, abomaso,1
14233,absorvível, alimento,1
14234,absorvível, aminar,1
14235,absorvível, aminoácido,1
14236,absorvível, antibiótico,1
14237,absorvível, bactéria,1
14238,absorvível, bicálcico,1
14239,absorvível, bovino,1
14240,absorvível, calcinado,1
14241,absorvível, capim,1
14242,absorvível, corrente,1
14243,absorvível, digerir,1
14244,absorvível, digestãar,1
14245,absorvível, digestão,1
14246,absorvível, entrar,1
14247,absorvível, farinha,1
14248,absorvível, fosfato,1
14249,absorvível, graxo,1
14250,absorvível, intramamária,1
14251,absorvível, nitrogenada,1
14252,absorvível, nitrogênio,1
14253,absorvível, osso,1
14254,absorvível, parede,1
14255,absorvível, planta,1
14256,absorvível, quarto,1
14257,absorvível, ração,1
14258,absorvível, sanguíneo,1
14259,absorvível, tecido,1
14260,absorvível, ácido,1
14261,pedra, aquífero,1
14262,pedra, argamassa,1
14263,pedra, asfalto,1
14264,pedra, bater,1
14265,pedra, calcário,1
14266,pedra, carbonato,1
14267,pedra, cimento,1
14268,pedra, procedimento,1
14269,pedra, água,1
14270,nebulização, adiabático,1
14271,nebulização, alto,1
14272,nebulização, eficiente,1
14273,nebulização, estresse,1
14274,nebulização, evaporativo,1
14275,nebulização, neblina,1
14276,nebulização, névoa,1
14277,nebulização, spraying,1
14278,nebulização, térmico,1
14279,nebulização, ventilação,1
14280,público, doença,1
14281,público, patogênico,1
14282,cordiforme, base,1
14283,cordiforme, cor,1
14284,cordiforme, lançar,1
14285,cordiforme, suculento,1
14286,verminose, abdômen,1
14287,verminose, animal,1
14288,verminose, arrepiar,1
14289,verminose, bactéria,1
14290,verminose, barbela,1
14291,verminose, bovino,1
14292,verminose, brilho,1
14293,verminose, diarrear,1
14294,verminose, diarreia,1
14295,verminose, edema,1
14296,verminose, estressar,1
14297,verminose, excesso,1
14298,verminose, fator,1
14299,verminose, infecção,1
14300,verminose, olho,1
14301,verminose, protozoário,1
14302,verminose, sintoma,1
14303,verminose, vitalidade,1
14304,amônio, agrotóxico,1
14305,amônio, animal,1
14306,amônio, bovino,1
14307,amônio, cloreto,1
14308,amônio, gesso,1
14309,amônio, natura,1
14310,amônio, pasto,1
14311,amônio, queimar,1
14312,amônio, superfosfato,1
14364,bebedouro, animais,1
14365,bebedouro, artificial,1
14366,bebedouro, baia,1
14367,bebedouro, bezerro,1
14368,bebedouro, bom,1
14369,bebedouro, concentrar,1
14370,bebedouro, desinfetar,1
14371,bebedouro, doença,1
14372,bebedouro, encharcamento,1
14373,bebedouro, fluxo,1
14374,bebedouro, físico,1
14375,bebedouro, instalação,1
14376,bebedouro, instalações,1
14377,bebedouro, larva,1
14378,bebedouro, limpar,1
14379,bebedouro, limpo,1
14380,bebedouro, natural,1
14381,bebedouro, pastejo,1
14382,bebedouro, proliferação,1
14383,bebedouro, rebanhar,1
14384,bebedouro, rotacionar,1
14385,bebedouro, sistema,1
14543,pilhar, compostagem,1
14544,pilhar, eficiente,1
14545,pilhar, pequeno,1
14546,pilhar, temperatura,1
14547,antitóxico, animal,1
14548,antitóxico, antialérgico,1
14549,antitóxico, antisséptico,1
14550,antitóxico, sintoma,1
14551,antitóxico, sombrear,1
14552,quelação, animais,1
14553,quelação, cobre,1
14554,quelação, concentração,1
14555,quelação, excesso,1
14556,quelação, excreção,1
14557,quelação, intoxicação,1
14558,quelação, medida,1
14559,quelação, metabólico,1
14560,quelação, peladeira,1
14561,tecnificação, artificial,1
14562,tecnificação, genético,1
14563,tecnificação, grande,1
14564,tecnificação, lactação,1
14565,tecnificação, puro,1
14566,tecnificação, raça,1
14567,tecnificação, sistema,1
14568,tecnificação, tricros,1
14569,purulento, apetite,1
14570,purulento, descer,1
14571,purulento, febre,1
14572,purulento, féter,1
14573,purulento, infecção,1
14574,purulento, odor,1
14575,purulento, perda,1
14576,purulento, sintoma,1
14577,purulento, vaginal,1
14578,biológico, aditivo,1
14579,biológico, aeróbia,1
14580,biológico, aeróbio,1
14581,biológico, anaeróbia,1
14582,biológico, anaeróbio,1
14583,biológico, animais,1
14584,biológico, animal,1
14585,biológico, ar,1
14586,biológico, armazenagem,1
14587,biológico, biossólido,1
14588,biológico, bom,1
14589,biológico, carga,1
14590,biológico, chuva,1
14591,biológico, combate,1
14592,biológico, compostagem,1
14593,biológico, cuidado,1
14594,biológico, cultura,1
14595,biológico, detenção,1
14596,biológico, digestãar,1
14597,biológico, diluição,1
14598,biológico, ensilar,1
14599,biológico, espécie,1
14600,biológico, fermentação,1
14601,biológico, fertilização,1
14602,biológico, fertirrigação,1
14603,biológico, forrageira,1
14604,biológico, freático,1
14605,biológico, húmu,1
14606,biológico, implantar,1
14607,biológico, inimigo,1
14608,biológico, invasor,1
14609,biológico, irrigação,1
14610,biológico, lagoa,1
14611,biológico, leguminoso,1
14612,biológico, lençol,1
14613,biológico, lodo,1
14614,biológico, material,1
14615,biológico, mecânico,1
14616,biológico, meio,1
14617,biológico, natural,1
14618,biológico, nematoide,1
14619,biológico, oxigênio,1
14620,biológico, parasita,1
14621,biológico, pastagem,1
14622,biológico, pasto,1
14623,biológico, patógeno,1
14624,biológico, presença,1
14625,biológico, queimada,1
14626,biológico, químico,1
14627,biológico, rebanhar,1
14628,biológico, sintético,1
14629,biológico, solúvel,1
14630,biológico, superpastejo,1
14631,biológico, série,1
14632,biológico, tanques,1
14633,biológico, técnico,1
14634,biológico, tóxico,1
14635,biológico, ácidos,1
14636,infectante, agente,1
14637,infectante, animal,1
14638,infectante, bactéria,1
14639,infectante, boca,1
14640,infectante, célula,1
14641,infectante, dedo,1
14642,infectante, doença,1
14643,infectante, entrar,1
14644,infectante, ferimento,1
14645,infectante, glândula,1
14646,infectante, infecçãar,1
14647,infectante, infecção,1
14648,infectante, matar,1
14649,infectante, metacercária,1
14650,infectante, mucoso,1
14651,infectante, mão,1
14652,infectante, olho,1
14653,infectante, ordenhador,1
14654,infectante, parasita,1
14655,infectante, pelar,1
14656,infectante, quarto,1
14657,infectante, secreção,1
14658,infectante, somático,1
14659,infectante, unha,1
14660,infectante, vaca,1
14661,infectante, vegetação,1
14662,ensilar, aditivo,1
14663,ensilar, alto,1
14664,ensilar, biológico,1
14665,ensilar, bom,1
14666,ensilar, capim,1
14667,ensilar, cerca,1
14668,ensilar, cuidado,1
14669,ensilar, cultura,1
14670,ensilar, gramínea,1
14671,ensilar, maneira,1
14672,ensilar, seco,1
14673,ensilar, sol,1
14674,ensilar, técnico,1
14675,espermograma, alto,1
14676,espermograma, andrológico,1
14677,espermograma, bom,1
14678,espermograma, clínico,1
14679,espermograma, doença,1
14680,espermograma, filho,1
14681,espermograma, físico,1
14682,espermograma, liber,1
14683,espermograma, libido,1
14684,espermograma, monta,1
14685,espermograma, reprodutor,1
14686,sapé, brasilense,1
14687,sapé, capim,1
14688,sapé, coqueiro,1
14689,sapé, espécie,1
14690,sapé, forrageira,1
14691,sapé, gradagem,1
14692,sapé, gramínea,1
14693,sapé, herbicida,1
14694,sapé, insolação,1
14695,sapé, invasor,1
14696,sapé, meio,1
14697,sapé, natural,1
14698,sapé, planta,1
14699,sapé, plantio,1
14700,sapé, solo,1
14701,sapé, árvore,1
14702,fotossensibilização, braquiária,1
14703,fotossensibilização, chartarum,1
14704,fotossensibilização, fungo,1
14705,fotossensibilização, pastagem,1
14706,fotossensibilização, solo,1
14707,fotossensibilização, temperatura,1
14708,monocultura, forrageira,1
14709,necropsia, clínico,1
14710,necropsia, exame,1
14711,necropsia, intoxicação,1
14712,necropsia, sintoma,1
14713,tolerância, aptidão,1
14714,tolerância, ataque,1
14715,tolerância, braquiária,1
14716,tolerância, brizanthar,1
14717,tolerância, calor,1
14718,tolerância, ciclo,1
14719,tolerância, cigarra,1
14720,tolerância, cobertura,1
14721,tolerância, cruzamento,1
14722,tolerância, decumbem,1
14723,tolerância, ectoparasita,1
14724,tolerância, encharcamento,1
14725,tolerância, forrageira,1
14726,tolerância, forragem,1
14727,tolerância, fácil,1
14728,tolerância, gear,1
14729,tolerância, gramíneo,1
14730,tolerância, humidicola,1
14731,tolerância, inseto,1
14732,tolerância, leguminoso,1
14733,tolerância, leiteiro,1
14734,tolerância, panicum,1
14735,tolerância, pintoi,1
14736,tolerância, pluviométrico,1
14737,tolerância, pulgão,1
14738,tolerância, raiz,1
14739,tolerância, raça,1
14740,tolerância, seco,1
14741,tolerância, semiárido,1
14742,tolerância, tolerante,1
14743,tolerância, vaca,1
14744,tolerância, zebuína,1
14745,tolerância, ácidos,1
14746,cor, abundante,1
14747,cor, alimento,1
14748,cor, alto,1
14749,cor, amarelar,1
14750,cor, aproveitar,1
14751,cor, arroxear,1
14752,cor, babar,1
14753,cor, base,1
14754,cor, bermuda,1
14755,cor, bom,1
14756,cor, bota,1
14757,cor, camisa,1
14758,cor, cordiforme,1
14759,cor, corpo,1
14760,cor, escuro,1
14761,cor, estolão,1
14762,cor, físico,1
14763,cor, glóbulo,1
14764,cor, gordura,1
14765,cor, grande,1
14766,cor, grosso,1
14767,cor, haste,1
14768,cor, lançar,1
14769,cor, lisa,1
14770,cor, lácteo,1
14771,cor, manga,1
14772,cor, odor,1
14773,cor, parte,1
14774,cor, pelagem,1
14775,cor, proteína,1
14776,cor, raiz,1
14777,cor, rizoma,1
14778,cor, roupa,1
14779,cor, sabor,1
14780,cor, solo,1
14781,cor, subtropical,1
14782,cor, suculento,1
14783,cor, tomar,1
14784,cor, traje,1
14785,cor, trilha,1
14786,cor, tropical,1
14787,cor, viscosidade,1
14788,traseiro, chuva,1
14789,traseiro, drenar,1
14790,traseiro, lateral,1
14791,traseiro, seco,1
14792,traseiro, sol,1
14793,traseiro, terreno,1
14794,traseiro, vento,1
14795,mocha, acasalamento,1
14796,mocha, banana,1
14797,mocha, batoque,1
14798,mocha, fenótipo,1
14799,mocha, maneira,1
14800,mocha, mochar,1
14801,mocha, modo,1
14802,mocha, zebuína,1
14803,herança, celular,1
14804,herança, gene,1
14805,herança, herdar,1
14806,herança, mitocondrial,1
14807,herança, mãe,1
14808,azebuados, animal,1
14809,azebuados, bom,1
14810,azebuados, grande,1
14811,azebuados, raça,1
14812,azebuados, reprodutivo,1
14813,azebuados, temperatura,1
14814,mensal, bacteriano,1
14815,mensal, célula,1
14816,mensal, grande,1
14817,mensal, lactação,1
14818,mensal, leiteiro,1
14819,mensal, mão,1
14820,mensal, obra,1
14821,mensal, rebanho,1
14822,mensal, somático,1
14823,sexar, concentração,1
14824,sexar, taxa,1
14825,afetar, adubo,1
14826,afetar, adulto,1
14827,afetar, agulha,1
14828,afetar, alimento,1
14829,afetar, anaplasmose,1
14830,afetar, apetite,1
14831,afetar, aproveitar,1
14832,afetar, auxiliar,1
14833,afetar, babesiose,1
14834,afetar, balanço,1
14835,afetar, bernes,1
14836,afetar, bezerro,1
14837,afetar, bom,1
14838,afetar, bovil,1
14839,afetar, bovino,1
14840,afetar, calor,1
14841,afetar, capineira,1
14842,afetar, cetose,1
14843,afetar, chorume,1
14844,afetar, cirúrgico,1
14845,afetar, citratar,1
14846,afetar, clínico,1
14847,afetar, coler,1
14848,afetar, contaminar,1
14849,afetar, doença,1
14850,afetar, ectoparasita,1
14851,afetar, efeito,1
14852,afetar, enfermidade,1
14853,afetar, excesso,1
14854,afetar, febre,1
14855,afetar, fibroso,1
14856,afetar, fisiológico,1
14857,afetar, fosfato,1
14858,afetar, fígar,1
14859,afetar, físico,1
14860,afetar, gear,1
14861,afetar, germinação,1
14862,afetar, glândula,1
14863,afetar, gordura,1
14864,afetar, gorduroso,1
14865,afetar, grande,1
14866,afetar, heterose,1
14867,afetar, identificar,1
14868,afetar, imunológico,1
14869,afetar, infestação,1
14870,afetar, inseto,1
14871,afetar, leiteiro,1
14872,afetar, magnésio,1
14873,afetar, maneira,1
14874,afetar, medicamento,1
14875,afetar, medo,1
14876,afetar, metabólico,1
14877,afetar, mineral,1
14878,afetar, morno,1
14879,afetar, nutriente,1
14880,afetar, ordenha,1
14881,afetar, ovariano,1
14882,afetar, palatabilidade,1
14883,afetar, palpação,1
14884,afetar, pequeno,1
14885,afetar, perda,1
14886,afetar, plântula,1
14887,afetar, portador,1
14888,afetar, porteira,1
14889,afetar, procedimento,1
14890,afetar, protozoário,1
14891,afetar, quente,1
14892,afetar, químico,1
14893,afetar, rebanhar,1
14894,afetar, reprodutivo,1
14895,afetar, samambaia,1
14896,afetar, semente,1
14897,afetar, sistema,1
14898,afetar, solo,1
14899,afetar, subclínica,1
14900,afetar, sugador,1
14901,afetar, tecer,1
14902,afetar, tecido,1
14903,afetar, temperatura,1
14904,afetar, tratamento,1
14905,afetar, uterino,1
14906,afetar, vacar,1
14907,afetar, água,1
14908,afetar, órgão,1
14909,mineral, afetar,1
14910,mineral, alta,1
14911,mineral, análise,1
14912,mineral, aproveitar,1
14913,mineral, armazenagem,1
14914,mineral, auxiliar,1
14915,mineral, baixo,1
14916,mineral, bezerro,1
14917,mineral, bicálcico,1
14918,mineral, cerca,1
14919,mineral, clorar,1
14920,mineral, cloreto,1
14921,mineral, cloro,1
14922,mineral, comer,1
14923,mineral, consumir,1
14924,mineral, cuidado,1
14925,mineral, demanda,1
14926,mineral, demorar,1
14927,mineral, diluir,1
14928,mineral, dolomítico,1
14929,mineral, efeito,1
14930,mineral, embalagem,1
14931,mineral, entrar,1
14932,mineral, enxofrar,1
14933,mineral, estressar,1
14934,mineral, excesso,1
14935,mineral, fisiologia,1
14936,mineral, fosfato,1
14937,mineral, fêmea,1
14938,mineral, garantir,1
14939,mineral, holandês,1
14940,mineral, infecção,1
14941,mineral, ingrediente,1
14942,mineral, iodato,1
14943,mineral, leiteiro,1
14944,mineral, magnesiano,1
14945,mineral, mamar,1
14946,mineral, maneira,1
14947,mineral, manganês,1
14948,mineral, medida,1
14949,mineral, mestiço,1
14950,mineral, mineralizado,1
14951,mineral, mineralizar,1
14952,mineral, máximo,1
14953,mineral, nutricional,1
14954,mineral, nutrientes,1
14955,mineral, núcleo,1
14956,mineral, oferecer,1
14957,mineral, ovino,1
14958,mineral, parte,1
14959,mineral, pelar,1
14960,mineral, pequeno,1
14961,mineral, perder,1
14962,mineral, potável,1
14963,mineral, preparar,1
14964,mineral, presença,1
14965,mineral, principal,1
14966,mineral, procurar,1
14967,mineral, queda,1
14968,mineral, químico,1
14969,mineral, rebanhar,1
14970,mineral, recomendação,1
14971,mineral, ruminal,1
14972,mineral, seleno,1
14973,mineral, silagem,1
14974,mineral, solubilidade,1
14975,mineral, suficiente,1
14976,mineral, suplementar,1
14977,mineral, tecido,1
14978,mineral, tomar,1
14979,mineral, técnico,1
14980,mineral, térmico,1
14981,mineral, uterino,1
14982,mineral, variação,1
14983,mineral, ventilar,1
14984,mineral, verme,1
14985,mineral, zebu,1
14986,rufião, cuidado,1
14987,rufião, gestação,1
14988,rufião, inseminador,1
14989,rufião, libido,1
14990,rufião, modo,1
14991,rufião, montar,1
14992,rufião, médio,1
14993,rufião, método,1
14994,rufião, parto,1
14995,rufião, peniana,1
14996,rufião, peniano,1
14997,rufião, perda,1
14998,rufião, perder,1
14999,rufião, rebanhar,1
15000,rufião, taxa,1
15001,rufião, tomar,1
15002,rufião, trocar,1
15003,rufião, velho,1
15004,agulha, afetar,1
15005,agulha, anaplasmose,1
15006,agulha, babesiose,1
15007,agulha, bactéria,1
15008,agulha, bovil,1
15009,agulha, bovino,1
15010,agulha, cirúrgico,1
15011,agulha, contaminar,1
15012,agulha, enfermidade,1
15013,agulha, infestação,1
15014,agulha, inseto,1
15015,agulha, material,1
15016,agulha, protozoário,1
15017,agulha, rebanho,1
15018,agulha, sugador,1
15019,cérvix, bezerro,1
15020,cérvix, grande,1
15021,cérvix, vaca,1
15022,cérvix, vagina,1
15023,cérvix, vaginal,1
15024,carbono, aeração,1
15025,carbono, animal,1
15026,carbono, biossólido,1
15027,carbono, esterco,1
15028,carbono, lixo,1
15029,carbono, palhoso,1
15030,carbono, partícula,1
15031,carbono, pequeno,1
15032,carbono, pilha,1
15033,carbono, porosidade,1
15034,carbono, proporção,1
15035,carbono, resíduo,1
15036,carbono, vegetal,1
15037,engenharia, genoma,1
15038,engenharia, material,1
15039,engenharia, modo,1
15040,engenharia, molecular,1
15041,engenharia, organismo,1
15042,engenharia, pelar,1
15043,engenharia, técnico,1
15044,proporção, alta,1
15045,proporção, alto,1
15046,proporção, animal,1
15047,proporção, carbono,1
15048,proporção, coloração,1
15049,proporção, concentração,1
15050,proporção, diluir,1
15051,proporção, ereto,1
15052,proporção, infertilidade,1
15053,proporção, irrigação,1
15054,proporção, modo,1
15055,proporção, nitrogênio,1
15056,proporção, pequeno,1
15057,proporção, perda,1
15058,proporção, resíduo,1
15059,proporção, sistema,1
15060,proporção, teto,1
15061,proporção, vaca,1
15062,proporção, água,1
15063,variação, acesso,1
15064,variação, aeróbia,1
15065,variação, afetar,1
15066,variação, alcoólico,1
15067,variação, alumínio,1
15068,variação, anaeróbia,1
15069,variação, apetite,1
15070,variação, armazenagem,1
15071,variação, babar,1
15072,variação, bactéria,1
15073,variação, baia,1
15074,variação, biológico,1
15075,variação, calcário,1
15076,variação, cobertura,1
15077,variação, concentrado,1
15078,variação, cor,1
15079,variação, desfolha,1
15080,variação, desmamar,1
15081,variação, detenção,1
15082,variação, diarreia,1
15083,variação, digestãar,1
15084,variação, diluição,1
15085,variação, doença,1
15086,variação, efeito,1
15087,variação, eficiente,1
15088,variação, entrada,1
15089,variação, espessura,1
15090,variação, estresse,1
15091,variação, febre,1
15092,variação, fenotípico,1
15093,variação, fenótipo,1
15094,variação, fertirrigação,1
15095,variação, fluido,1
15096,variação, foliar,1
15097,variação, fêmea,1
15098,variação, físico,1
15099,variação, gel,1
15100,variação, gestante,1
15101,variação, heterose,1
15102,variação, infestação,1
15103,variação, inflamação,1
15104,variação, instalação,1
15105,variação, irrigação,1
15106,variação, lactose,1
15107,variação, magnésio,1
15108,variação, mililitro,1
15109,variação, mineral,1
15110,variação, modo,1
15111,variação, molécular,1
15112,variação, método,1
15113,variação, novilha,1
15114,variação, nutricional,1
15115,variação, nutricionista,1
15116,variação, orelha,1
15117,variação, parto,1
15118,variação, parâmetro,1
15119,variação, pelagem,1
15120,variação, planta,1
15121,variação, precoce,1
15122,variação, procurar,1
15123,variação, químico,1
15124,variação, ração,1
15125,variação, risco,1
15126,variação, seca,1
15127,variação, sensibilidade,1
15128,variação, sexo,1
15129,variação, silo,1
15130,variação, tampão,1
15131,variação, tanques,1
15132,variação, textura,1
15133,variação, tomar,1
15134,variação, tratamento,1
15135,variação, tuberculinização,1
15136,variação, térmico,1
15137,variação, unidade,1
15138,variação, vacar,1
15139,variação, vegetativo,1
15140,variação, zebuíno,1
15141,cesariana, animal,1
15142,cesariana, bezerro,1
15143,cesariana, manipulação,1
15144,cesariana, médico,1
15145,cesariana, obstétrico,1
15146,cesariana, presença,1
15147,cesariana, traumático,1
15148,cesariana, útero,1
15149,manteiga, albumina,1
15150,manteiga, alimento,1
15151,manteiga, consumir,1
15152,manteiga, célula,1
15153,manteiga, enzima,1
15154,manteiga, fluido,1
15155,manteiga, frutoso,1
15156,manteiga, fígado,1
15157,manteiga, gelificação,1
15158,manteiga, globulina,1
15159,manteiga, glândular,1
15160,manteiga, insumo,1
15161,manteiga, lactose,1
15162,manteiga, mamário,1
15163,manteiga, mofado,1
15164,manteiga, odor,1
15165,manteiga, presença,1
15166,manteiga, principal,1
15167,manteiga, proteína,1
15168,manteiga, queijo,1
15169,manteiga, rancificação,1
15170,manteiga, sabor,1
15171,entrar, alto,1
15172,entrar, anestro,1
15173,entrar, animais,1
15174,entrar, bacteriano,1
15175,entrar, bactéria,1
15176,entrar, baixo,1
15177,entrar, balde,1
15178,entrar, boca,1
15179,entrar, chorumar,1
15180,entrar, coma,1
15181,entrar, contaminação,1
15182,entrar, corporal,1
15183,entrar, corrente,1
15184,entrar, dedo,1
15185,entrar, descartar,1
15186,entrar, desfolha,1
15187,entrar, digestãar,1
15188,entrar, elevar,1
15189,entrar, emagrecer,1
15190,entrar, espécie,1
15191,entrar, ferimento,1
15192,entrar, graxo,1
15193,entrar, infectar,1
15194,entrar, infecçãar,1
15195,entrar, latão,1
15196,entrar, magra,1
15197,entrar, matar,1
15198,entrar, meio,1
15199,entrar, mineral,1
15200,entrar, médio,1
15201,entrar, novilho,1
15202,entrar, nutricional,1
15203,entrar, olho,1
15204,entrar, parede,1
15205,entrar, parto,1
15206,entrar, pastagem,1
15207,entrar, perda,1
15208,entrar, planta,1
15209,entrar, população,1
15210,entrar, prenhe,1
15211,entrar, pálida,1
15212,entrar, rasteiro,1
15213,entrar, rebanhar,1
15214,entrar, rotacionar,1
15215,entrar, ruminal,1
15216,entrar, sanguíneo,1
15217,entrar, sanitário,1
15218,entrar, tanque,1
15219,entrar, taxa,1
15220,entrar, temperatura,1
15221,entrar, unha,1
15222,entrar, velho,1
15223,entrar, ácido,1
15224,ordenha, acesso,1
15225,ordenha, afetar,1
15226,ordenha, agalactiae,1
15227,ordenha, agente,1
15228,ordenha, antibiótico,1
15229,ordenha, análise,1
15230,ordenha, armazenamento,1
15231,ordenha, artificial,1
15232,ordenha, aureus,1
15233,ordenha, bactéria,1
15234,ordenha, brinco,1
15235,ordenha, cerca,1
15236,ordenha, colher,1
15237,ordenha, componente,1
15238,ordenha, concha,1
15239,ordenha, confinar,1
15240,ordenha, contagioso,1
15241,ordenha, contaminar,1
15242,ordenha, cultura,1
15243,ordenha, desinfecçãar,1
15244,ordenha, desinfetante,1
15245,ordenha, desinfetar,1
15246,ordenha, desmamar,1
15247,ordenha, detergente,1
15248,ordenha, dimensionamento,1
15249,ordenha, doloroso,1
15250,ordenha, droga,1
15251,ordenha, eficiente,1
15252,ordenha, elétrica,1
15253,ordenha, estação,1
15254,ordenha, esterco,1
15255,ordenha, estressar,1
15256,ordenha, estresse,1
15257,ordenha, estábulo,1
15258,ordenha, examinar,1
15259,ordenha, extração,1
15260,ordenha, fase,1
15261,ordenha, financeiro,1
15262,ordenha, fluxo,1
15263,ordenha, freezer,1
15264,ordenha, fácil,1
15265,ordenha, físico,1
15266,ordenha, garantir,1
15267,ordenha, glicerinar,1
15268,ordenha, glândula,1
15269,ordenha, higiênica,1
15270,ordenha, imunidade,1
15271,ordenha, infectar,1
15272,ordenha, inflamação,1
15273,ordenha, integração,1
15274,ordenha, interferir,1
15275,ordenha, lactose,1
15276,ordenha, latão,1
15277,ordenha, lesão,1
15278,ordenha, linhaça,1
15279,ordenha, material,1
15280,ordenha, mau,1
15281,ordenha, mestiço,1
15282,ordenha, microbiológico,1
15283,ordenha, modo,1
