term1,term2,value
guzerá, pé,1
guzerá, raça,19
guzerá, raço,1
guzerá, rebanho,2
guzerá, reprodutor,1
guzerá, sistema,1
guzerá, suficiente,1
guzerá, vaca,6
guzerá, velho,1
guzerá, zebuína,6
mofado, creme,1
mofado, enzima,1
mofado, fluido,1
mofado, frutoso,1
mofado, gelificação,1
mofado, manteiguer,1
mofado, odor,1
mofado, presença,1
mofado, rancificação,1
mofado, sabor,1
análise, adubo,1
análise, animal,1
análise, auxiliar,1
análise, base,1
análise, bezerro,1
análise, calagem,4
análise, chuva,1
análise, concentração,1
análise, cultura,1
análise, espécie,1
análise, examinar,1
análise, exigência,2
análise, fator,1
análise, ferramenta,1
análise, ferrar,1
análise, fertilizante,1
análise, foliar,1
análise, forrageira,3
análise, frasco,1
análise, fácil,1
análise, geladeira,1
análise, genotipar,1
análise, genômica,1
análise, grande,1
análise, identificar,1
análise, laboratório,4
análise, leiteiro,1
análise, magnésio,1
análise, mineral,1
análise, modo,1
análise, molécular,1
análise, método,2
análise, nutricional,1
análise, nutriente,2
análise, pastagem,2
análise, paternidade,1
análise, planta,1
análise, procedimento,1
análise, químico,3
análise, raça,1
análise, refrigerar,1
análise, seca,1
análise, solo,12
análise, tecido,2
análise, textura,1
análise, tomar,1
análise, variação,1
análise, vegetativo,1
revolvimento, umedecimento,1
papelão, caixa,1
papelão, furo,1
papelão, higiênico,1
papelão, lavar,1
papelão, pequeno,1
papelão, plástico,1
papelão, pote,1
papelão, respiração,1
papelão, secar,1
aeradar, alvenaria,1
aeradar, caixa,1
aeradar, compostagem,1
aeradar, madeira,1
aeradar, pilha,2
aeradar, principal,1
obra, alimento,1
obra, animais,2
obra, animal,3
obra, aproveitamento,2
obra, armazenamento,1
obra, artificial,1
obra, bacteriano,1
obra, baixo,1
obra, balde,1
obra, biberão,1
obra, bom,4
obra, brinco,1
obra, cabeça,2
obra, certo,1
obra, componente,1
obra, concentrar,1
obra, célula,1
obra, demandar,2
obra, efluente,1
obra, elevar,1
obra, elétrica,1
obra, fator,1
obra, ferir,1
obra, fertilizante,2
obra, fertilização,1
obra, fertirrigação,1
obra, financeiro,1
obra, fossa,1
obra, genético,1
obra, grande,3
obra, identificar,1
obra, infraestrutura,1
obra, instalação,2
obra, insumo,1
obra, lactação,1
obra, leiteiro,2
obra, lácteo,1
obra, líquida,2
obra, mamadeira,1
obra, maneira,1
obra, material,2
obra, mensal,1
obra, máquina,2
obra, mão,31
obra, natural,1
obra, operação,1
obra, ordenha,1
obra, parte,1
obra, parto,2
obra, pastagem,3
obra, pastejo,1
obra, pasto,1
obra, pequeno,1
obra, perda,1
obra, permanente,2
obra, picar,1
obra, plantio,1
obra, principal,1
obra, rebanho,2
obra, recolher,1
obra, recurso,1
obra, seco,1
obra, semente,1
obra, silagem,1
obra, silo,1
obra, sistema,3
obra, solo,2
obra, somático,1
obra, tanque,2
obra, topografia,1
obra, treinamento,1
obra, tubulação,1
obra, vaca,5
obra, água,1
lixiviados, chuva,1
lixiviados, pelar,1
lixiviados, perder,1
lixiviados, solubilizados,1
lixiviados, água,1
obtençãar, animal,3
obtençãar, associação,1
obtençãar, comercial,1
obtençãar, grande,1
obtençãar, rebanho,1
obtençãar, útil,1
fungo, aeração,1
fungo, aeróber,1
fungo, animais,1
fungo, aranha,1
fungo, ave,1
fungo, bactéria,1
fungo, bosque,1
fungo, braquiaro,1
fungo, capim,1
fungo, capoeira,1
fungo, chartarum,1
fungo, compostagem,1
fungo, digestivo,1
fungo, digestão,1
fungo, distúrbio,1
fungo, entomopatogênico,1
fungo, fotossensibilização,1
fungo, grande,1
fungo, inimigo,1
fungo, medida,1
fungo, metabólico,1
fungo, natural,2
fungo, orgânico,1
fungo, parte,1
fungo, partícula,1
fungo, pastagem,2
fungo, planta,1
fungo, praga,1
fungo, presença,1
fungo, pássaro,1
fungo, resistente,1
fungo, solo,1
fungo, temperatura,2
fungo, toxina,1
osso, absorvível,1
osso, animal,1
osso, bicálcico,2
osso, bom,1
osso, calcinado,1
osso, farinha,2
osso, fosfato,2
osso, fósforo,3
orgânico, acupuntura,1
orgânico, adubar,1
orgânico, adubo,4
orgânico, aeração,1
orgânico, aeróber,1
orgânico, aeróbio,1
orgânico, alto,2
orgânico, animais,4
orgânico, animal,4
orgânico, aproveitar,1
orgânico, ar,1
orgânico, aviário,1
orgânico, bactéria,1
orgânico, barato,1
orgânico, biológico,3
orgânico, biossólido,1
orgânico, bom,1
orgânico, calcário,1
orgânico, cama,1
orgânico, canaleta,2
orgânico, capineiro,2
orgânico, carbono,1
orgânico, casca,1
orgânico, chorumar,1
orgânico, cinza,1
orgânico, cobertura,1
orgânico, cocho,1
orgânico, coletora,1
orgânico, coloração,1
orgânico, combustível,1
orgânico, componente,1
orgânico, compostagem,3
orgânico, consumir,1
orgânico, contaminação,2
orgânico, cortar,1
orgânico, declive,2
orgânico, decompor,1
orgânico, decomposiçãar,1
orgânico, desconforto,1
orgânico, digestão,1
orgânico, doença,1
orgânico, dor,1
orgânico, escuro,1
orgânico, esterco,4
orgânico, estresse,1
orgânico, estábulo,1
orgânico, fator,1
orgânico, fitoterapia,1
orgânico, forrageira,1
orgânico, fosfato,1
orgânico, freático,1
orgânico, fungo,1
orgânico, fácil,1
orgânico, físico,1
orgânico, fósforo,1
orgânico, fóssil,1
orgânico, germinação,1
orgânico, gradagem,2
orgânico, grande,1
orgânico, homeopatia,2
orgânico, húmu,1
orgânico, implantar,1
orgânico, inalto,1
orgânico, insumo,3
orgânico, lençol,1
orgânico, lixo,1
orgânico, lixão,1
orgânico, lodo,1
orgânico, líquido,1
orgânico, mal,1
orgânico, material,1
orgânico, mau,1
orgânico, medo,1
orgânico, meio,1
orgânico, modo,1
orgânico, natural,1
orgânico, nicho,1
orgânico, nitrogênio,2
orgânico, nutriente,2
orgânico, objetivo,1
orgânico, oxigênio,1
orgânico, palhoso,1
orgânico, parasita,1
orgânico, partícula,1
orgânico, pastagem,2
orgânico, patógeno,1
orgânico, pequeno,1
orgânico, pesar,1
orgânico, petróleo,1
orgânico, pilha,1
orgânico, planta,2
orgânico, plantio,1
orgânico, plântula,1
orgânico, poluente,1
orgânico, potássio,1
orgânico, presença,1
orgânico, procedimento,1
orgânico, químico,4
orgânico, rebanho,2
orgânico, recomendação,1
orgânico, resíduo,7
orgânico, reter,1
orgânico, safra,1
orgânico, sanitário,1
orgânico, seco,1
orgânico, sede,1
orgânico, selo,1
orgânico, semente,1
orgânico, semiásper,1
orgânico, sistema,8
orgânico, solo,6
orgânico, solúvel,1
orgânico, subproduto,1
orgânico, suficiente,1
orgânico, série,1
orgânico, temperatura,1
orgânico, teor,1
orgânico, terapia,1
orgânico, termofosfato,1
orgânico, textura,1
orgânico, tratamento,3
orgânico, térmico,1
orgânico, vegetal,1
orgânico, veranico,1
orgânico, verão,1
orgânico, ácidos,1
orgânico, água,2
fator, acupuntura,1
fator, afetar,4
fator, agente,1
fator, alto,1
fator, animais,4
fator, animal,12
fator, análise,1
fator, ar,2
fator, arbóreo,1
fator, arquitetura,1
fator, associação,1
fator, bactéria,1
fator, baixo,1
fator, bezerro,1
fator, bom,6
fator, braquiária,1
fator, calor,2
fator, calórico,2
fator, capim,1
fator, cobertura,2
fator, concentração,2
fator, confinar,1
fator, copa,1
fator, corporal,2
fator, cru,1
fator, cruzamento,1
fator, densidade,1
fator, desinteresse,1
fator, diarreia,1
fator, dieta,3
fator, doença,1
fator, dose,1
fator, eficiente,1
fator, elevar,1
fator, enfermidade,1
fator, espécie,6
fator, estação,1
fator, estressar,1
fator, estresse,2
fator, excesso,1
fator, fase,1
fator, financeiro,1
fator, fisiológico,1
fator, fitoterapia,1
fator, foliar,1
fator, forrageira,4
fator, forrageiro,2
fator, forragem,1
fator, fértil,1
fator, físico,2
fator, fítico,1
fator, garantir,2
fator, genético,1
fator, germinação,1
fator, glândula,1
fator, gramínea,2
fator, grande,2
fator, grão,1
fator, homeopatia,1
fator, hormônio,1
fator, hospedeiro,1
fator, humano,1
fator, imunológico,1
fator, infectividade,1
fator, infecção,4
fator, inflamação,1
fator, inibidor,1
fator, instalação,2
fator, interação,1
fator, interferir,4
fator, irrigação,1
fator, lactação,4
fator, leiteiro,1
fator, luminosidade,2
fator, mamário,2
fator, medida,1
fator, medo,1
fator, metabólico,1
fator, microbiológico,1
fator, modo,1
fator, mão,1
fator, novilho,1
fator, obra,1
fator, obtenção,1
fator, oferecer,1
fator, ordenha,1
fator, orgânico,1
fator, parto,2
fator, pastagem,7
fator, pastejo,1
fator, pasto,2
fator, planejamento,1
fator, planta,2
fator, plantio,2
fator, população,1
fator, porteira,1
fator, praga,1
fator, principal,6
fator, procedimento,1
fator, protease,1
fator, protozoário,1
fator, quarto,1
fator, raça,2
fator, ração,1
fator, rebanhar,1
fator, rebanho,1
fator, recolher,1
fator, reprodutivo,1
fator, resíduo,1
fator, seco,1
fator, semente,1
fator, sistema,4
fator, sol,1
fator, solo,6
fator, subclínica,1
fator, taxa,1
fator, temperatura,4
fator, topografia,1
fator, tratamento,1
fator, tropical,1
fator, tumor,1
fator, tóxico,1
fator, urease,1
fator, vaca,5
fator, variação,1
fator, vegetal,1
fator, verminose,1
fator, visão,1
fator, ácer,1
fator, água,3
fator, árvore,1
furo, acesso,1
furo, animal,1
furo, ar,1
furo, caixa,1
furo, entrada,1
furo, higiênico,1
furo, lavar,1
furo, lona,2
furo, papelão,1
furo, pequeno,1
furo, plástico,1
furo, pote,1
furo, respiração,1
furo, secar,1
furo, silo,2
colhedeira, açúcar,1
colhedeira, bicarbonato,1
colhedeira, bom,1
colhedeira, capim,1
colhedeira, caseiro,1
colhedeira, colher,8
colhedeira, concha,1
colhedeira, cortar,1
colhedeira, escuro,1
colhedeira, fibroso,1
colhedeira, forrageira,1
colhedeira, forragem,1
colhedeira, frasco,1
colhedeira, germinação,1
colhedeira, gordura,1
colhedeira, grande,1
colhedeira, lactose,1
colhedeira, leguminoso,1
colhedeira, mamário,1
colhedeira, maturação,1
colhedeira, mecânico,1
colhedeira, método,1
colhedeira, nutritivo,1
colhedeira, ordenha,1
colhedeira, parte,1
colhedeira, pastagem,2
colhedeira, pesagem,1
colhedeira, planta,1
colhedeira, plantio,3
colhedeira, proteína,1
colhedeira, quarto,1
colhedeira, semeadura,1
colhedeira, semente,2
colhedeira, solo,1
colhedeira, sopa,1
colhedeira, telar,1
colhedeira, teor,1
colhedeira, vaca,1
colhedeira, água,1
higiênico, caixa,1
higiênico, furo,1
higiênico, lavar,1
higiênico, papelão,1
higiênico, pequeno,1
higiênico, plástico,1
higiênico, pote,1
higiênico, respiração,1
higiênico, secar,1
papo, bócio,1
papo, papeira,1
alojamento, bom,1
alojamento, bovino,1
alojamento, coração,1
alojamento, diafragma,1
alojamento, frio,1
alojamento, garantir,2
alojamento, grande,1
alojamento, insolação,1
alojamento, instalação,1
alojamento, inverno,1
alojamento, língua,1
alojamento, meio,1
alojamento, máximo,1
alojamento, músculo,1
alojamento, térmico,1
alojamento, vento,1
higiênica, artificial,1
higiênica, legislação,1
higiênica, meio,1
higiênica, ordenha,1
higiênica, parâmetro,1
bócio, papeira,1
bócio, papo,1
capilar, animal,1
capilar, edema,1
capilar, glândula,1
capilar, grande,1
capilar, novilho,1
capilar, parte,1
capilar, secretor,1
capilar, tecer,1
circulação, animal,2
circulação, ar,1
circulação, bezerro,1
circulação, celular,1
circulação, cordoalha,1
circulação, estimular,1
circulação, gene,1
circulação, grande,1
circulação, herança,1
circulação, herdar,1
circulação, lamber,1
circulação, maneira,1
circulação, mitocondrial,1
circulação, mãe,1
circulação, respiração,1
circulação, secar,1
circulação, térmico,1
circulação, água,1
herbácea, animal,1
herbácea, arbusto,1
herbácea, componente,1
herbácea, cultura,1
herbácea, forrageira,2
herbácea, gramínea,1
herbácea, haste,1
herbácea, herbáceo,3
herbácea, herbívoro,1
herbácea, leguminoso,1
herbácea, lenhoso,1
herbácea, morfofisiológica,1
herbácea, perene,1
herbácea, radicante,1
herbácea, sistema,2
herbácea, subereta,1
herbácea, tolerante,2
herbácea, ver,1
herbácea, árvore,1
dilatar, glândula,1
dilatar, inflamação,1
dilatar, parede,1
dilatar, sanguíneo,1
dilatar, substância,1
dilatar, vaso,1
nosódio, agente,1
nosódio, combate,1
nosódio, etiológico,1
nosódio, imunidade,1
tetania, alta,1
tetania, animal,1
tetania, doença,1
tetania, febre,1
tetania, lactação,1
tetania, metabólico,1
barbela, abdômen,1
barbela, arrepiar,1
barbela, bovino,1
barbela, brilho,1
barbela, cauda,1
barbela, descamação,1
barbela, diarrear,1
barbela, diarreia,1
barbela, edema,2
barbela, excitabilidade,1
barbela, flanco,1
barbela, olho,1
barbela, orelha,1
barbela, parte,1
barbela, pele,1
barbela, prurir,1
barbela, sintoma,1
barbela, verminose,1
barbela, vitalidade,1
pilha, aeradar,1
pilha, aeração,1
pilha, alvenaria,1
pilha, aviário,1
pilha, caixa,1
pilha, cama,1
pilha, carbono,1
pilha, chorumar,1
pilha, chuva,1
pilha, chão,1
pilha, coloração,1
pilha, compostagem,3
pilha, decomposiçãar,1
pilha, eficiente,1
pilha, escuro,1
pilha, impermeável,1
pilha, lixão,1
pilha, líquido,1
pilha, madeira,1
pilha, mal,1
pilha, material,1
pilha, orgânico,1
pilha, partícula,1
pilha, pequeno,2
pilha, pilhar,1
pilha, porosidade,1
pilha, principal,1
pilha, temperatura,1
pilha, água,1
orelha, acasalamento,1
orelha, animal,1
orelha, barbela,1
orelha, cauda,1
orelha, descamação,1
orelha, diarreia,1
orelha, edema,1
orelha, excitabilidade,1
orelha, fenótipo,1
orelha, flanco,1
orelha, grande,1
orelha, parte,1
orelha, pelagem,1
orelha, pele,1
orelha, pequeno,1
orelha, prurir,1
orelha, segregação,1
herbáceo, animal,1
herbáceo, arbusto,1
herbáceo, componente,1
herbáceo, cultura,1
herbáceo, forrageira,2
herbáceo, gramínea,1
herbáceo, herbívoro,1
herbáceo, leguminoso,1
herbáceo, lenhoso,1
herbáceo, sistema,2
herbáceo, tolerante,2
herbáceo, árvore,1
fibra, abomaso,1
fibra, acidose,2
fibra, alimento,2
fibra, alto,2
fibra, animais,1
fibra, animal,1
fibra, aproveitar,1
fibra, açúcar,1
fibra, baixo,2
fibra, balancear,2
fibra, base,1
fibra, bom,1
fibra, celulase,1
fibra, concentrado,1
fibra, concentração,2
fibra, corporal,1
fibra, densidade,1
fibra, deslocamento,1
fibra, detergente,3
fibra, dieta,3
fibra, dietético,1
fibra, digerir,2
fibra, distúrbio,1
fibra, doença,2
fibra, elevar,1
fibra, energético,1
fibra, enzima,1
fibra, excesso,2
fibra, forragem,2
fibra, gordura,2
fibra, ingrediente,1
fibra, leiteiro,3
fibra, líquido,1
fibra, meio,1
fibra, metabólico,1
fibra, microbiano,2
fibra, mineral,2
fibra, oferecer,1
fibra, parto,1
fibra, partícula,1
fibra, pelar,1
fibra, pequeno,1
fibra, população,1
fibra, praga,1
fibra, proteína,4
fibra, ração,1
fibra, reflexo,1
fibra, ruminal,2
fibra, seco,1
fibra, sucedâneo,1
fibra, tamponante,1
fibra, teor,4
fibra, vaca,6
fibra, vitamina,2
fibra, volumoso,1
fenótipo, acasalamento,1
fenótipo, animal,1
fenótipo, banana,1
fenótipo, batoque,1
fenótipo, chifre,2
fenótipo, gene,2
fenótipo, grande,1
fenótipo, mocho,1
fenótipo, orelha,1
fenótipo, pelagem,1
fenótipo, pequeno,1
fenótipo, presença,1
fenótipo, raça,2
fenótipo, segregação,1
fenótipo, zebuína,1
banana, batoque,1
banana, chifre,2
banana, fenótipo,1
banana, gene,2
banana, mocho,1
banana, presença,1
banana, raça,2
banana, zebuína,1
corpo, abomaso,1
corpo, acasalamento,1
corpo, acetonemia,1
corpo, alto,1
corpo, animal,1
corpo, apetite,1
corpo, bota,1
corpo, camisa,1
corpo, cetose,1
corpo, cetônico,1
corpo, cor,1
corpo, célula,2
corpo, deslocamento,1
corpo, desoxirribonucleico,1
corpo, desânimo,1
corpo, distúrbio,1
corpo, doença,1
corpo, dor,1
corpo, febre,1
corpo, gordo,1
corpo, grande,1
corpo, leiteiro,1
corpo, magro,1
corpo, manga,1
corpo, membro,1
corpo, metabólico,1
corpo, molécula,1
corpo, núcleo,1
corpo, obeso,1
corpo, organismo,1
corpo, parte,1
corpo, pele,1
corpo, proteína,1
corpo, reprodutivo,2
corpo, roupa,1
corpo, sintoma,1
corpo, somático,1
corpo, traje,1
corpo, trilha,1
corpo, vaca,5
corpo, ácer,1
corpo, ácidos,1
vermifugação, animais,1
vermifugação, animal,1
vermifugação, bovino,1
vermifugação, bula,1
vermifugação, descartar,1
vermifugação, digestivo,1
vermifugação, elevar,1
vermifugação, humano,1
vermifugação, lactação,1
vermifugação, leiteiro,1
vermifugação, meio,3
vermifugação, parasiticida,1
vermifugação, parasitose,1
vermifugação, químico,1
vermifugação, rebanho,1
vermifugação, resíduo,1
vermifugação, seca,1
vermifugação, tratamento,1
vermifugação, tubo,1
vermifugação, vaca,2
vermifugação, verme,1
vermifugação, água,2
lâmina, borracha,1
lâmina, esterco,1
lâmina, madeira,1
lâmina, raspar,1
lâmina, rodo,1
lâmina, trator,1
acetonemia, abomaso,1
acetonemia, alimento,1
acetonemia, cetose,1
acetonemia, cetônico,1
acetonemia, corpo,1
acetonemia, deslocamento,1
acetonemia, distúrbio,1
acetonemia, doença,1
acetonemia, fase,1
acetonemia, gordo,1
acetonemia, grande,1
acetonemia, lactação,1
acetonemia, magro,1
acetonemia, metabólico,1
acetonemia, obeso,1
acetonemia, reprodutivo,1
acetonemia, vaca,3
fácil, acidente,1
fácil, adulto,2
fácil, aguar,1
fácil, animais,2
fácil, animal,3
fácil, análise,1
fácil, apatia,1
fácil, apetite,1
fácil, aproveitamento,1
fácil, baixo,1
fácil, barato,2
fácil, bezerro,2
fácil, bom,5
fácil, braquiária,1
fácil, briga,1
fácil, brusco,1
fácil, casco,1
fácil, clínico,1
fácil, cobertura,1
fácil, cocho,1
fácil, concreto,1
fácil, confinar,1
fácil, cortar,1
fácil, coágulo,1
fácil, cuidado,1
fácil, desaleitamento,1
fácil, descorna,1
fácil, desidratação,1
fácil, desinfecção,1
fácil, desinfetar,1
fácil, eficiente,1
fácil, estábulo,1
fácil, fase,1
fácil, febre,1
fácil, floco,1
fácil, garantir,1
fácil, grande,2
fácil, inchar,1
fácil, inflamação,1
fácil, lavar,1
fácil, monta,2
fácil, natural,1
fácil, nutricional,1
fácil, ordenha,1
fácil, orgânico,1
fácil, pastagem,2
fácil, pele,1
fácil, perda,1
fácil, precoce,1
fácil, presença,2
fácil, pus,1
fácil, raspar,1
fácil, rebanhar,1
fácil, rebanho,1
fácil, reprodutor,1
fácil, segura,1
fácil, solo,3
fácil, sombrite,1
fácil, série,1
fácil, teto,2
fácil, tolerância,1
fácil, vaca,1
fácil, vegetativo,1
fácil, ácidos,1
hereditário, cromossomo,1
hereditário, descendente,1
hereditário, enfermidade,1
hereditário, espécie,1
hereditário, gene,1
hereditário, genoma,1
hereditário, interferir,1
hereditário, leporino,1
hereditário, lábio,1
hereditário, mitocondrial,1
hereditário, transmissãar,1
elevar, adubar,1
elevar, agudar,1
elevar, alagamento,1
elevar, alta,2
elevar, alto,2
elevar, alumínio,3
elevar, animais,2
elevar, animal,10
elevar, ar,3
elevar, arenoso,1
elevar, aspersão,1
elevar, aveia,1
elevar, banho,1
elevar, base,3
elevar, bezerro,1
elevar, bom,5
elevar, bovina,1
elevar, bovino,2
elevar, brachiaria,2
elevar, brizanthar,1
elevar, bula,1
elevar, calagem,1
elevar, calcário,2
elevar, calcítico,1
elevar, carrapaticida,1
elevar, carrapaticidar,1
elevar, caule,1
elevar, chuva,3
elevar, cobertura,1
elevar, concentrado,1
elevar, concentrar,2
elevar, concentração,3
elevar, contaminação,1
elevar, corporal,2
elevar, cortisol,1
elevar, cruzamento,2
elevar, célula,1
elevar, demandar,1
elevar, diarrear,1
elevar, dieta,1
elevar, diluir,1
elevar, doença,7
elevar, dorso,1
elevar, ectoparasita,1
elevar, entrar,1
elevar, esperar,1
elevar, espécie,2
elevar, estereotipia,1
elevar, estresse,2
elevar, fator,1
elevar, fibra,1
elevar, flúor,1
elevar, forrageira,3
elevar, forrageiro,7
elevar, forragem,4
elevar, fosfato,1
elevar, frigidez,1
elevar, físico,1
elevar, fósforo,1
elevar, garantir,1
elevar, gayana,1
elevar, genético,2
elevar, gramínea,2
elevar, grande,6
elevar, heterose,1
elevar, homeotermia,1
elevar, hormônio,1
elevar, incidência,1
elevar, infeccioso,1
elevar, infecção,1
elevar, injetável,1
elevar, inverno,1
elevar, laboratório,1
elevar, leiteiro,1
elevar, locomotor,1
elevar, luminosidade,2
elevar, medida,2
elevar, meio,2
elevar, mestiço,2
elevar, microbiano,1
elevar, máximo,1
elevar, mão,1
elevar, médico,1
elevar, médio,1
elevar, neutralizar,1
elevar, nutricional,2
elevar, obra,1
elevar, obtenção,1
elevar, oferecer,1
elevar, panicum,1
elevar, parte,1
elevar, pastagem,2
elevar, pastejo,1
elevar, pasto,1
elevar, pequeno,3
elevar, perda,1
elevar, perfilhamento,1
elevar, praga,3
elevar, proteína,2
elevar, purpureum,1
elevar, raiz,1
elevar, raça,2
elevar, ração,1
elevar, rebanhar,2
elevar, rebanho,4
elevar, reflexo,1
elevar, reprodutivo,1
elevar, resistente,1
elevar, rinotraqueítar,1
elevar, rotativo,1
elevar, ruminal,1
elevar, ruziziensil,1
elevar, sanitário,2
elevar, seco,1
elevar, semente,1
elevar, silagem,1
elevar, sintoma,1
elevar, sistema,1
elevar, solo,7
elevar, somático,1
elevar, sphacelatar,1
elevar, spray,1
elevar, substância,1
elevar, taxa,2
elevar, temperatura,10
elevar, teor,3
elevar, tostar,1
elevar, tropical,3
elevar, térmico,1
elevar, tóxico,1
elevar, uterino,1
elevar, vaca,6
elevar, variação,2
elevar, vegetal,1
elevar, ver,1
elevar, vermifugação,1
elevar, verão,1
elevar, viral,1
elevar, volumoso,1
elevar, vício,1
elevar, zebuína,1
elevar, ácidos,1
elevar, água,2
elevar, árvore,2
arenoso, alagamento,1
arenoso, alumínio,1
arenoso, concentração,1
arenoso, elevar,1
arenoso, solo,3
mourão, concreto,1
mourão, cordoalha,2
mourão, divisória,2
mourão, eucalipto,1
mourão, galvanizar,1
mourão, lei,1
mourão, madeira,2
mourão, roliço,1
mourão, régua,1
mourão, serrar,1
mourão, tubo,1
progesterona, bom,1
progesterona, hormônio,2
progesterona, prostaglandina,1
progesterona, tratamento,1
farinha, absorvível,1
farinha, animal,1
farinha, bicálcico,2
farinha, bom,1
farinha, calcinado,1
farinha, fosfato,2
farinha, fósforo,3
farinha, osso,2
parede, agente,1
parede, alimento,1
parede, bovil,1
parede, bovina,1
parede, bovino,1
parede, cavalo,1
parede, compactação,2
parede, corrente,1
parede, demorar,1
parede, digestãar,1
parede, dilatar,1
parede, doença,1
parede, entrar,1
parede, erliquiose,1
parede, genético,1
parede, glândula,1
parede, grande,1
parede, graxo,1
parede, inflamação,1
parede, lateral,1
parede, magra,1
parede, material,1
parede, novilho,1
parede, perda,1
parede, rebanhar,1
parede, ruminal,1
parede, sanguíneo,2
parede, silo,2
parede, substância,1
parede, vaca,1
parede, vaso,1
parede, ácido,1
parede, útil,1
principal, aborto,1
principal, abrigo,2
principal, aeradar,1
principal, afetar,2
principal, agalactiae,2
principal, agente,2
principal, alimento,3
principal, alto,1
principal, alvenaria,1
principal, animais,2
principal, animal,10
principal, antibiótico,1
principal, aproveitar,1
principal, arbóreo,1
principal, ataque,1
principal, aureus,2
principal, automatizar,1
principal, baixo,2
principal, benzeno,1
principal, bezerro,10
principal, bom,8
principal, bovino,2
principal, braquiária,2
principal, bulir,1
principal, caixa,1
principal, cama,1
principal, cancerígeno,1
principal, casa,2
principal, caseína,1
principal, caule,1
principal, cerca,1
principal, ciclo,1
principal, clínico,1
principal, cobertura,1
principal, cocho,1
principal, colheita,1
principal, compostagem,1
principal, concentrar,1
principal, confinar,1
principal, consumir,1
principal, contagioso,2
principal, cor,2
principal, corporal,2
principal, cuidado,3
principal, cultura,3
principal, desinfecção,1
principal, desmamar,1
principal, diarreia,1
principal, dodecil,1
principal, doença,7
principal, durabilidade,1
principal, efeito,1
principal, efluente,1
principal, embrião,1
principal, entrada,1
principal, enzima,1
principal, espécie,1
principal, fase,1
principal, fator,6
principal, forrageira,4
principal, forragem,1
principal, fraco,1
principal, fêmea,1
principal, físico,2
principal, gaiola,1
principal, gargalo,1
principal, garupa,1
principal, genético,1
principal, germinação,1
principal, gestante,1
principal, glóbulo,1
principal, gordura,4
principal, gramínea,1
principal, grande,5
principal, hipoclorito,1
principal, holandês,1
principal, hídrico,1
principal, identificar,1
principal, imunoglobulina,1
principal, infraestrutura,1
principal, ingrediente,1
principal, instalação,7
principal, insumo,1
principal, interferir,2
principal, intestino,1
principal, inverno,2
principal, iodofórmio,1
principal, isolamento,1
principal, lateral,2
principal, leiteiro,2
principal, limpo,1
principal, lácteo,2
principal, lã,1
principal, madeira,2
principal, maneira,1
principal, manteiguer,1
principal, maternidade,1
principal, medicamento,1
principal, medida,2
principal, meio,1
principal, mineral,2
principal, monta,2
principal, morfológico,1
principal, mosca,1
principal, máquina,1
principal, mão,1
principal, médio,1
principal, natural,2
principal, norsesquiterpeno,1
principal, obra,1
principal, odor,1
principal, operação,1
principal, ordenha,2
principal, organismo,1
principal, orientar,1
principal, panicum,1
principal, parte,2
principal, parto,2
principal, pastagem,3
principal, pastejo,2
principal, pasto,2
principal, patógeno,1
principal, pelagem,1
principal, pelar,1
principal, pequeno,3
principal, perna,1
principal, picar,1
principal, pilha,2
principal, piquete,2
principal, poluição,1
principal, praga,4
principal, presença,1
principal, protease,1
principal, proteína,2
principal, protozoário,1
principal, ptaquiloser,1
principal, pulgão,1
principal, pé,1
principal, quaternário,1
principal, queijo,1
principal, radiação,1
principal, raça,1
principal, rebanhar,1
principal, rebanho,3
principal, recomendação,3
principal, recurso,1
principal, regra,1
principal, rendimento,1
principal, reprodutor,1
principal, resíduo,1
principal, rizoma,1
principal, rotativo,2
principal, sabor,1
principal, sanitário,2
principal, seco,2
principal, semente,1
principal, silagem,3
principal, sintoma,1
principal, sistema,7
principal, sol,1
principal, solo,2
principal, sombrite,1
principal, strigosa,1
principal, subclínica,2
principal, subnutrição,1
principal, substância,1
principal, subterrâneo,1
principal, subtropical,1
principal, sulfô,1
principal, suplementar,2
principal, taxa,1
principal, temperatura,3
principal, teta,1
principal, teto,1
principal, textura,1
principal, tomar,1
principal, topografia,1
principal, touceira,1
principal, tropical,2
principal, técnico,1
principal, térmico,1
principal, vaca,3
principal, vacar,1
principal, vacinação,1
principal, vegetal,1
principal, vegetativo,1
principal, via,1
principal, vitamina,1
principal, volumoso,2
principal, ácer,1
principal, água,1
inflorescência, baixo,1
inflorescência, cromossomo,1
inflorescência, diferir,1
inflorescência, floração,1
inflorescência, florescer,1
inflorescência, forragem,1
inflorescência, híbrido,1
inflorescência, natural,1
inflorescência, pasto,1
inflorescência, pequeno,1
inflorescência, queda,1
inflorescência, ressemeadura,1
inflorescência, ráquis,1
inflorescência, semente,2
inflorescência, vedação,1
inflorescência, verão,1
pastejo, acesso,1
pastejo, adubar,1
pastejo, alimento,1
pastejo, alto,2
pastejo, animais,3
pastejo, animal,16
pastejo, arejamento,1
pastejo, avear,3
pastejo, aveia,4
pastejo, baixo,1
pastejo, bebedouro,1
pastejo, bom,9
pastejo, brachiaria,3
pastejo, braquiara,1
pastejo, braquiária,1
pastejo, broto,1
pastejo, capim,1
pastejo, capitata,1
pastejo, carga,1
pastejo, cerca,1
pastejo, certo,1
pastejo, chuva,3
pastejo, cobertura,3
pastejo, cobrir,1
