,Term1,Term2
1238,nuclear,coccidiose
1239,nuclear,braquiaro
1240,cabeça,prever
1241,cabeça,hormônio
1242,cabeça,ordenhador
1243,cabeça,novilha
1244,quente,manganês
1245,quente,terapêutico
1246,quente,úmido
1247,quente,infraestrutura
1248,palatabilidade,base
1249,palatabilidade,concentrado
1250,palatabilidade,alimento
1251,palatabilidade,proteína
1252,endovenoso,digestível
1253,endovenoso,aminoácido
1254,endovenoso,ovulação
1255,endovenoso,contagioso
1256,nutricional,cobertura
1257,nutricional,bom
1258,nutricional,baixo
1259,nutricional,pequeno
1260,ácer,verme
1261,ácer,óxido
1262,ácer,abomaso
1263,ácer,freezer
1264,cova,reação
1265,cova,nlemfuensis
1266,cova,dactylon
1267,cova,enxofre
1268,espécie,pastagem
1269,espécie,pastejo
1270,espécie,forrageira
1271,espécie,braquiária
1272,sulfúrico,estolão
1273,sulfúrico,biológico
1274,sulfúrico,purpureum
1275,sulfúrico,face
1276,aquífero,genotipar
1277,aquífero,subereta
1278,aquífero,biomedicina
1279,aquífero,fisiologia
1280,cobre,cobalto
1281,cobre,cloro
1282,cobre,manganês
1283,cobre,bicarbonato
1284,erradicar,perfilhamento
1285,erradicar,estiagem
1286,erradicar,mucunoide
1287,erradicar,colheita
1288,cor,fertilização
1289,cor,arbusto
1290,cor,dactylon
1291,cor,lento
1292,infecção,demorar
1293,infecção,perder
1294,infecção,descartar
1295,infecção,lactação
1296,fluxo,reação
1297,fluxo,aditivo
1298,fluxo,ruziziensil
1299,fluxo,fitoterápico
1300,paciência,brizanthar
1301,paciência,decumbem
1302,paciência,liber
1303,paciência,fertilização
1304,vegetar,forragear
1305,vegetar,sphacelatar
1306,vegetar,herbicida
1307,vegetar,grão
1308,gêmeo,bula
1309,gêmeo,tricomonose
1310,gêmeo,hormonal
1311,gêmeo,verme
1312,tanchagem,elétrica
1313,tanchagem,dactylon
1314,tanchagem,fertilização
1315,tanchagem,magnésio
1316,estolão,purpureum
1317,estolão,ataque
1318,estolão,biológico
1319,estolão,cespitoso
1320,argamassa,ensilar
1321,argamassa,carreta
1322,argamassa,semiárido
1323,argamassa,cespitoso
1324,alizarina,febre
1325,alizarina,primípara
1326,alizarina,ruminal
1327,alizarina,rendimento
1328,adiabático,fabricante
1329,adiabático,liber
1330,adiabático,fresco
1331,adiabático,magnésio
1332,transfusão,ataque
1333,transfusão,biológico
1334,transfusão,broto
1335,transfusão,rasteiro
1336,declive,canaleta
1337,declive,óxido
1338,declive,muco
1339,declive,bicarbonato
1340,antibiose,útero
1341,antibiose,pintoi
1342,antibiose,balanço
1343,antibiose,balancear
1344,elétrica,lento
1345,elétrica,dactylon
1346,elétrica,cor
1347,elétrica,montar
1348,nervoso,tamponante
1349,nervoso,arbóreo
1350,nervoso,ptaquiloser
1351,nervoso,rasteiro
1352,creme,canaleta
1353,creme,bovina
1354,creme,tremor
1355,creme,aminoácido
1356,portadora,digestível
1357,portadora,somatotropina
1358,portadora,cruza
1359,portadora,aminoácido
1360,florescer,biológico
1361,florescer,série
1362,florescer,perene
1363,florescer,diferem
1364,flúor,proporção
1365,flúor,mamadeira
1366,flúor,oxigênio
1367,flúor,endereço
1368,testar,lei
1369,testar,lento
1370,testar,dactylon
1371,testar,fertilização
1372,silo,silagem
1373,silo,perda
1374,silo,pequeno
1375,silo,pelar
1376,abundante,lesão
1377,abundante,vedação
1378,abundante,bicarbonato
1379,abundante,cloro
1380,espécies,perfilhamento
1381,espécies,mucunoide
1382,espécies,forragear
1383,espécies,colheita
1384,ciclo,muco
1385,ciclo,bicarbonato
1386,ciclo,cobre
1387,ciclo,óxido
1388,ácido,nutrientes
1389,ácido,queimada
1390,ácido,terapêutico
1391,ácido,suplementar
1392,equino,ovino
1393,equino,biológico
1394,equino,ressemeadura
1395,equino,diferem
1396,mosquicidar,secador
1397,mosquicidar,série
1398,mosquicidar,gayana
1399,mosquicidar,biológico
1400,mamário,glândular
1401,mamário,antibiótico
1402,mamário,leite
1403,mamário,ordenha
1404,poroso,biológico
1405,poroso,rasteiro
1406,poroso,estolão
1407,poroso,solúvel
1408,anestro,secar
1409,anestro,excesso
1410,anestro,gordo
1411,anestro,vitamina
1412,condensar,infraestrutura
1413,condensar,manganês
1414,condensar,prenhe
1415,condensar,cisto
1416,reagente,lesão
1417,reagente,bicarbonato
1418,reagente,demanda
1419,reagente,abomaso
1420,pelar,água
1421,pelar,artificial
1422,pelar,microbiológico
1423,pelar,concentração
1424,debilitar,ovo
1425,debilitar,mamadeira
1426,debilitar,cobre
1427,debilitar,cobalto
1428,palhoso,hábito
1429,palhoso,afecção
1430,palhoso,panicum
1431,palhoso,purpureum
1432,erva,herbívoro
1433,erva,genômica
1434,erva,estilosante
1435,erva,dactylon
1436,captura,hábito
1437,captura,divisória
1438,captura,solúvel
1439,captura,macrocephala
1440,pastagem,espécie
1441,pastagem,pastejo
1442,pastagem,forrageira
1443,pastagem,solo
1444,durabilidade,rasteiro
1445,durabilidade,enxofre
1446,durabilidade,purpureum
1447,durabilidade,hábito
1448,extração,alvenaria
1449,extração,carrapaticidar
1450,extração,músculo
1451,extração,respiração
1452,colibacilose,patogênico
1453,colibacilose,estação
1454,colibacilose,plástico
1455,colibacilose,cor
1456,rasteira,medo
1457,rasteira,procurar
1458,rasteira,coliforme
1459,rasteira,montar
1460,infectante,glicerinar
1461,infectante,injetável
1462,infectante,farinha
1463,infectante,tanchagem
1464,sombritar,reação
1465,sombritar,arbusto
1466,sombritar,populaçãar
1467,sombritar,ataque
1468,maximização,fertilização
1469,maximização,cor
1470,maximização,medo
1471,maximização,magnésio
1472,biossólido,elétrica
1473,biossólido,tanchagem
1474,biossólido,fertilização
1475,biossólido,fitoterapia
1476,perfilhamento,estiagem
1477,perfilhamento,estria
1478,perfilhamento,colheita
1479,perfilhamento,estolão
1480,spraying,heterozigoto
1481,spraying,reprodutor
1482,spraying,erosão
1483,spraying,periparto
1484,cordiforme,leito
1485,cordiforme,aspersor
1486,cordiforme,suculento
1487,cordiforme,feto
1488,gel,infraestrutura
1489,gel,óxido
1490,gel,bulir
1491,gel,cobre
1492,samambaia,animal
1493,samambaia,adulto
1494,samambaia,morte
1495,samambaia,genético
1496,bacteriano,imunológico
1497,bacteriano,núcleo
1498,bacteriano,população
1499,bacteriano,brusco
1500,fibra,fósforo
1501,fibra,medir
1502,fibra,nutricional
1503,fibra,cobertura
1504,higiênico,fetal
1505,higiênico,espermograma
1506,higiênico,aditivo
1507,higiênico,hábito
1508,estimulante,suplementar
1509,estimulante,purpureum
1510,estimulante,arbusto
1511,estimulante,via
1512,progesterona,recolher
1513,progesterona,abdômen
1514,progesterona,muscular
1515,progesterona,gênero
1516,ave,palatável
1517,ave,rasteiro
1518,ave,ressecamento
1519,ave,mucoso
1520,imobilizar,lançar
1521,imobilizar,infestar
1522,imobilizar,dactylon
1523,imobilizar,queimada
1524,fácil,picar
1525,fácil,aveia
1526,fácil,proteico
1527,fácil,estressar
1528,esterco,líquido
1529,esterco,bomba
1530,esterco,adubo
1531,esterco,ciclo
1532,seivar,perímetro
1533,seivar,estiagem
1534,seivar,braquiaro
1535,seivar,queima
1536,açúcar,potássio
1537,açúcar,medo
1538,açúcar,traumatismo
1539,açúcar,apetite
1540,evaporação,óxido
1541,evaporação,cobre
1542,evaporação,verme
1543,evaporação,ciclo
1544,rizomatoso,galpão
1545,rizomatoso,orvalho
1546,rizomatoso,durabilidade
1547,rizomatoso,cespitoso
1548,imunidade,estressar
1549,imunidade,protease
1550,imunidade,corda
1551,imunidade,bastão
1552,óxido,bicarbonato
1553,óxido,perna
1554,óxido,verme
1555,óxido,muco
1556,spray,coliforme
1557,spray,banho
1558,spray,teta
1559,spray,cesariana
1560,terapia,nutrientes
1561,terapia,acidente
1562,terapia,estolonífera
1563,terapia,manganês
1564,antialérgico,forragear
1565,antialérgico,solúvel
1566,antialérgico,broto
1567,antialérgico,cespitoso
1568,metabólico,populaçãar
1569,metabólico,gênerar
1570,metabólico,reação
1571,metabólico,enxofre
1572,escuro,óxido
1573,escuro,medo
1574,escuro,coler
1575,escuro,cobalto
1576,digestão,semiconfinamento
1577,digestão,sensibilidade
1578,digestão,ciliaril
1579,digestão,carinho
1580,magro,vaca
1581,magro,lactação
1582,magro,gestação
1583,magro,gestante
1584,grão,biológico
1585,grão,mucunoide
1586,grão,estolão
1587,grão,estilosante
1588,carga,terapêutico
1589,carga,populaçãar
1590,carga,tomada
1591,carga,medo
1592,reciclagem,cor
1593,reciclagem,coliforme
1594,reciclagem,distúrbio
1595,reciclagem,procurar
1596,cérebro,bastão
1597,cérebro,estressar
1598,cérebro,treinamento
1599,cérebro,aminoácido
1600,azebuados,herdar
1601,azebuados,tanchagem
1602,azebuados,cor
1603,azebuados,permanente
1604,estufamento,ácer
1605,estufamento,aminar
1606,estufamento,sensibilidade
1607,estufamento,potássio
1608,sofrimento,testar
1609,sofrimento,aparentar
1610,sofrimento,crioscópico
1611,sofrimento,macronutriente
1612,enxofrar,perna
1613,enxofrar,óxido
1614,enxofrar,canaleta
1615,enxofrar,abomaso
1616,cajan,apetite
1617,cajan,cobre
1618,cajan,manganês
1619,cajan,comer
1620,potável,demanda
1621,potável,freezer
1622,potável,canaleta
1623,potável,primípara
1624,salinidade,água
1625,salinidade,concentração
1626,salinidade,pelar
1627,salinidade,medida
1628,laboratório,balde
1629,laboratório,população
1630,laboratório,industrialização
1631,laboratório,ginecológico
1632,retal,financeiro
1633,retal,oócito
1634,retal,orelha
1635,retal,ciclo
1636,fungo,solúvel
1637,fungo,estolão
1638,fungo,diferem
1639,fungo,herbicida
1640,locomotor,traumatismo
1641,locomotor,potássio
1642,locomotor,herdar
1643,locomotor,coliforme
1644,doente,animal
1645,doente,oferecer
1646,doente,animais
1647,doente,morte
1648,presença,bezerro
1649,presença,ordenha
1650,presença,leite
1651,presença,cuidado
1652,seco,dieta
1653,seco,lactação
1654,seco,vaca
1655,seco,base
1656,cheiro,hormônio
1657,cheiro,prever
1658,cheiro,equídeo
1659,cheiro,feto
1660,camomila,queimada
1661,camomila,dactylon
1662,camomila,nlemfuensis
1663,camomila,rasteiro
1664,diferem,rasteiro
1665,diferem,nlemfuensis
1666,diferem,dactylon
1667,diferem,via
1668,multiestrato,queimada
1669,multiestrato,hábito
1670,multiestrato,dactylon
1671,multiestrato,via
1672,salobrar,brusco
1673,salobrar,população
1674,salobrar,imunidade
1675,salobrar,imunológico
1676,semiáridar,montar
1677,semiáridar,toxina
1678,semiáridar,verão
1679,semiáridar,populaçãar
1680,pedaço,espessura
1681,pedaço,sexado
1682,pedaço,corticosteroide
1683,pedaço,financeiro
1684,tecnificação,homeopático
1685,tecnificação,andrológico
1686,tecnificação,bula
1687,tecnificação,desaleitar
1688,prolapso,óxido
1689,prolapso,perna
1690,prolapso,bicarbonato
1691,prolapso,cobre
1692,paratifo,leporino
1693,paratifo,potássio
1694,paratifo,amarelar
1695,paratifo,engorda
1696,plástico,elétrica
1697,plástico,sintético
1698,plástico,coliforme
1699,plástico,proporção
1700,levedura,carrapaticidar
1701,levedura,banho
1702,levedura,basar
1703,levedura,abomaso
1704,dominância,biológico
1705,dominância,cespitoso
1706,dominância,grão
1707,dominância,série
1708,roçar,estiagem
1709,roçar,perfilhamento
1710,roçar,caule
1711,roçar,balancear
1712,ereta,via
1713,ereta,rasteiro
1714,ereta,arbusto
1715,ereta,suplementar
1716,manga,rasqueadeir
1717,manga,dimensionamento
1718,manga,máximo
1719,manga,colibacilose
1720,dimensionamento,ovo
1721,dimensionamento,homeopático
1722,dimensionamento,muco
1723,dimensionamento,fabricante
1724,coágulo,multípara
1725,coágulo,deslocamento
1726,coágulo,canaleta
1727,coágulo,óxido
1728,ginecológico,freezer
1729,ginecológico,somatotropina
1730,ginecológico,aminoácido
1731,ginecológico,sintetizar
1732,pesticidar,dessecação
1733,pesticidar,transgênico
1734,pesticidar,entrada
1735,pesticidar,vermelhinho
1736,microbiano,desmamar
1737,microbiano,contaminação
1738,microbiano,precoce
1739,microbiano,população
1740,vitamina,secar
1741,vitamina,dieta
1742,vitamina,excesso
1743,vitamina,hectare
1744,corporal,novilho
1745,corporal,fase
1746,corporal,lote
1747,corporal,demorar
1748,neoplasia,arbusto
1749,neoplasia,montar
1750,neoplasia,instalações
1751,neoplasia,elétrica
1752,pubescem,diferem
1753,pubescem,rasteiro
1754,pubescem,perene
1755,pubescem,biológico
1756,enzima,balanço
1757,enzima,compactação
1758,enzima,útero
1759,enzima,mau
1760,doador,animal
1761,doador,doente
1762,doador,morte
1763,doador,organismo
1764,libido,liber
1765,libido,mamadeira
1766,libido,muco
1767,libido,subtropical
1768,pesar,integração
1769,pesar,manganês
1770,pesar,vedação
1771,pesar,apetite
1772,espáduo,diferem
1773,espáduo,via
1774,espáduo,nlemfuensis
1775,espáduo,arbusto
1776,régua,óxido
1777,régua,apetite
1778,régua,verme
1779,régua,bicarbonato
1780,acidente,cobalto
1781,acidente,manganês
1782,acidente,potássio
1783,acidente,procurar
1784,amarelar,cobalto
1785,amarelar,óxido
1786,amarelar,manganês
1787,amarelar,perna
1788,gramínea,tropical
1789,gramínea,leguminoso
1790,gramínea,forrageira
1791,gramínea,chuva
1792,íom,ciclo
1793,íom,muco
1794,íom,óxido
1795,íom,cloro
1796,bicheira,montar
1797,bicheira,dactylon
1798,bicheira,cor
1799,bicheira,via
1800,celular,acidificar
1801,celular,guianesil
1802,celular,nitrogenadar
1803,celular,recurso
1804,bovil,lento
1805,bovil,via
1806,bovil,fertilização
1807,bovil,nlemfuensis
1808,rebanhar,rebanho
1809,rebanhar,reprodutivo
1810,rebanhar,médio
1811,rebanhar,identificar
1812,térmica,teta
1813,térmica,edema
1814,térmica,ovo
1815,térmica,engorda
1816,teor,proteína
1817,teor,gordura
1818,teor,base
1819,teor,seco
1820,hematúria,estilosante
1821,hematúria,estolão
1822,hematúria,herbicida
1823,hematúria,biológico
1824,transgenia,sintético
1825,transgenia,fitoterápico
1826,transgenia,tamponante
1827,transgenia,coliforme
1828,regime,via
1829,regime,queimada
1830,regime,lavar
1831,regime,suplementar
1832,ventilar,fermentar
1833,ventilar,toxina
1834,ventilar,dactylon
1835,ventilar,nlemfuensis
1836,larval,balancear
1837,larval,ordenhador
1838,larval,prever
1839,larval,veranico
1840,queimada,via
1841,queimada,dactylon
1842,queimada,enxofre
1843,queimada,hábito
1844,ingrediente,bom
1845,ingrediente,cobertura
1846,ingrediente,baixo
1847,ingrediente,cerca
1848,água,concentração
1849,água,pelar
1850,água,técnico
1851,água,sanitário
1852,silagem,silo
1853,silagem,perda
1854,silagem,consumir
1855,silagem,genético
1856,obtençãar,acidose
1857,obtençãar,apetite
1858,obtençãar,acidente
1859,obtençãar,terço
1860,calopogônio,estolão
1861,calopogônio,cespitoso
1862,calopogônio,inflorescência
1863,calopogônio,broto
1864,papelão,albumina
1865,papelão,lesão
1866,papelão,vitro
1867,papelão,oxigênio
1868,nlemfuensil,sugador
1869,nlemfuensil,lançar
1870,nlemfuensil,ácido
1871,nlemfuensil,aditivo
1872,objetivo,alto
1873,objetivo,grande
1874,objetivo,bom
1875,objetivo,pequeno
1876,empacotamento,sintético
1877,empacotamento,elétrica
1878,empacotamento,montar
1879,empacotamento,maximização
1880,cansaço,geladeira
1881,cansaço,cancerígeno
1882,cansaço,ingurgitadar
1883,cansaço,proliferação
1884,urinar,espermograma
1885,urinar,alvenaria
1886,urinar,lançar
1887,urinar,acupuntura
1888,casco,abomaso
1889,casco,mamadeira
1890,casco,bicarbonato
1891,casco,óxido
1892,maturar,estressar
1893,maturar,bastão
1894,maturar,corda
1895,maturar,proteico
1896,vetor,ovo
1897,vetor,mamadeira
1898,vetor,freezer
1899,vetor,verme
1900,dessecação,condensatu
1901,dessecação,inimigo
1902,dessecação,florescimento
1903,dessecação,argila
1904,lado,mamadeira
1905,lado,financeiro
1906,lado,ovo
1907,lado,cobalto
1908,vacina,coler
1909,vacina,vedação
1910,vacina,oócito
1911,vacina,aparelho
1912,perna,óxido
1913,perna,bicarbonato
1914,perna,verme
1915,perna,cobre
1916,clorar,régua
1917,clorar,coloração
1918,clorar,purulento
1919,clorar,profissional
1920,cápsula,régua
1921,cápsula,tricomonose
1922,cápsula,fitoterápico
1923,cápsula,potássio
1924,corrimento,mamadeira
1925,corrimento,cobalto
1926,corrimento,verme
1927,corrimento,canaleta
1928,fator,grande
1929,fator,filho
1930,fator,elevar
1931,fator,animais
1932,suplemento,queimada
1933,suplemento,dor
1934,suplemento,brizanthar
1935,suplemento,fertilização
1936,coccidiose,arbusto
1937,coccidiose,rasteiro
1938,coccidiose,montar
1939,coccidiose,nlemfuensis
1940,solubilidade,diferir
1941,solubilidade,vampiricida
1942,solubilidade,diferem
1943,solubilidade,via
1944,mutante,freezer
1945,mutante,mensal
1946,mutante,cristalino
1947,mutante,oxigênio
1948,imunológico,núcleo
1949,imunológico,máximo
1950,imunológico,proteico
1951,imunológico,picar
1952,babar,rasteiro
1953,babar,purpureum
1954,babar,diferem
1955,babar,gênerar
1956,purulento,mensal
1957,purulento,cobre
1958,purulento,abomaso
1959,purulento,freezer
1960,quarentena,cobalto
1961,quarentena,potássio
1962,quarentena,pelagem
1963,quarentena,acidose
1964,suplementar,via
1965,suplementar,queimada
1966,suplementar,hábito
1967,suplementar,enxofre
1968,corrente,abomaso
1969,corrente,muco
1970,corrente,freezer
1971,corrente,mocho
1972,transgênico,material
1973,transgênico,entrada
1974,transgênico,pluviométrico
1975,transgênico,recurso
1976,inundação,biológico
1977,inundação,rasteiro
1978,inundação,herbicida
1979,inundação,sphacelatar
1980,pasteurizado,microbiológico
1981,pasteurizado,ordenha
1982,pasteurizado,orgânico
1983,pasteurizado,pelar
1984,fósforo,nutriente
1985,fósforo,piquete
1986,fósforo,bom
1987,fósforo,cobertura
1988,neutralizar,estiagem
1989,neutralizar,perfilhamento
1990,neutralizar,cespitoso
1991,neutralizar,grão
1992,aniônica,aminoácido
1993,aniônica,ginecológico
1994,aniônica,somatotropina
1995,aniônica,acetonemia
1996,parto,cobrir
1997,parto,demorar
1998,parto,lactação
1999,parto,gestação
2000,sintomático,queimada
2001,sintomático,via
2002,sintomático,dactylon
2003,sintomático,agressivo
2004,bovino,genético
2005,bovino,medida
2006,bovino,adulto
2007,bovino,tratamento
2008,espermatogênese,digestível
2009,espermatogênese,aminoácido
2010,espermatogênese,treinamento
2011,espermatogênese,sintetizar
2012,artrópode,roliço
2013,artrópode,lã
2014,artrópode,antisséptico
2015,artrópode,eimeriose
2016,simulação,cancerígeno
2017,simulação,magnesiano
2018,simulação,tijolo
2019,simulação,sobrepeso
2020,carrapaticida,vedação
2021,carrapaticida,manganês
2022,carrapaticida,cobre
2023,carrapaticida,cobalto
2024,cérvix,tamponante
2025,cérvix,mineralizado
2026,cérvix,foliar
2027,cérvix,perfurar
2028,aquecedor,lipídio
2029,aquecedor,rodo
2030,aquecedor,porosidade
2031,aquecedor,ouvir
2032,terço,óxido
2033,terço,cobalto
2034,terço,manganês
2035,terço,verme
2036,caprino,via
2037,caprino,sphacelatar
2038,caprino,diferem
2039,caprino,hábito
2040,aguar,contagioso
2041,aguar,sintetizar
2042,aguar,lesão
2043,aguar,microbiana
2044,emagrecer,cobalto
2045,emagrecer,cobre
2046,emagrecer,cloro
2047,emagrecer,tricomonose
2048,genoma,procurar
2049,genoma,homeopático
2050,genoma,cloro
2051,genoma,manganês
2052,veranico,queima
2053,veranico,grão
2054,veranico,dossel
2055,veranico,cespitoso
2056,subclínica,presença
2057,subclínica,ordenha
2058,subclínica,alimento
2059,subclínica,mamar
2060,teta,mamadeira
2061,teta,verme
2062,teta,potássio
2063,teta,oxigênio
2064,ficha,lateral
2065,ficha,fervente
2066,ficha,umedecimento
2067,ficha,matar
2068,desmembrar,via
2069,desmembrar,ressecamento
2070,desmembrar,nlemfuensis
2071,desmembrar,tecer
2072,membrana,estressar
2073,membrana,sombrear
2074,membrana,contagioso
2075,membrana,cristalino
2076,semiáspero,linhaça
2077,semiáspero,liber
2078,semiáspero,tamponante
2079,semiáspero,fertilização
2080,predador,mucunoide
2081,predador,replantio
2082,predador,colheita
2083,predador,perfilhamento
2084,fluido,gamaglobulina
2085,fluido,presença
2086,fluido,cuidado
2087,fluido,suficiente
2088,pata,acetonemia
2089,pata,aminoácido
2090,pata,contagioso
2091,pata,sintetizar
2092,ácidos,solo
2093,ácidos,pastagem
2094,ácidos,espécie
2095,ácidos,forrageira
2096,agulha,borracha
2097,agulha,dilatação
2098,agulha,gorduroso
2099,agulha,metabolismo
2100,secreção,basar
2101,secreção,cristalino
2102,secreção,deslocamento
2103,secreção,sombrear
2104,descornar,limpar
2105,descornar,espáduo
2106,descornar,via
2107,descornar,dactylon
2108,madeira,potássio
2109,madeira,coliforme
2110,madeira,cobalto
2111,madeira,proporção
2112,medir,corporal
2113,medir,taxa
2114,medir,lote
2115,medir,reprodutivo
2116,clínico,subclínica
2117,clínico,gordura
2118,clínico,concentrado
2119,clínico,pé
2120,higiênica,estreptococo
2121,higiênica,ovariano
2122,higiênica,homeopater
2123,higiênica,proporção
2124,chartarum,biológico
2125,chartarum,solúvel
2126,chartarum,grão
2127,chartarum,estolão
2128,tanque,manganês
2129,tanque,cobalto
2130,tanque,fertilização
2131,tanque,potássio
2132,tecer,fertilização
2133,tecer,abdômen
2134,tecer,queda
2135,tecer,medo
2136,feto,velho
2137,feto,hormônio
2138,feto,ordenhador
2139,feto,uterino
2140,parasitando,biossólido
2141,parasitando,óvulo
2142,parasitando,fitoterápico
2143,parasitando,aparentar
2144,bernes,fenótipo
2145,bernes,inflamação
2146,bernes,microbiana
2147,bernes,óxido
2148,temperatura,técnico
2149,temperatura,água
2150,temperatura,resíduo
2151,temperatura,concentração
2152,estimular,muco
2153,estimular,óxido
2154,estimular,apetite
2155,estimular,perna
2156,masculino,aminoácido
2157,masculino,deslocamento
2158,masculino,sintetizar
2159,masculino,corda
2160,integração,manganês
2161,integração,potássio
2162,integração,cobalto
2163,integração,cloro
2164,subclínico,diferir
2165,subclínico,fitoterapia
2166,subclínico,elétrica
2167,subclínico,fertilização
2168,leiteiro,médio
2169,leiteiro,mestiço
2170,leiteiro,rebanho
2171,leiteiro,rebanhar
2172,frieira,escorregar
2173,frieira,tintura
2174,frieira,bexiga
2175,frieira,roliço
2176,lei,recolher
2177,lei,liber
2178,lei,vitro
2179,lei,dactylon
2180,portador,muco
2181,portador,óxido
2182,portador,campilobacteriose
2183,portador,oxigênio
2184,fasciolose,canaleta
2185,fasciolose,coler
2186,fasciolose,mensal
2187,fasciolose,verme
2188,molécular,chartarum
2189,molécular,transgênica
2190,molécular,mosquicidar
2191,molécular,nitrato
2192,invasor,plantar
2193,invasor,plantio
2194,invasor,semente
2195,invasor,superpastejo
2196,hidrogênio,rama
2197,hidrogênio,drenagem
2198,hidrogênio,tecidos
2199,hidrogênio,infestar
2200,combustível,arbusto
2201,combustível,dactylon
2202,combustível,rasteiro
2203,combustível,cor
2204,cruzamento,puro
2205,cruzamento,adulto
2206,cruzamento,animal
2207,cruzamento,genético
2208,boca,medo
2209,boca,dactylon
2210,boca,arbusto
2211,boca,fertilização
2212,colônia,clínico
2213,colônia,concentrado
2214,colônia,base
2215,colônia,limpo
2216,rim,aminoácido
2217,rim,textura
2218,rim,sintetizar
2219,rim,ginecológico
2220,espermático,verão
2221,espermático,gargalo
2222,espermático,nutrientes
2223,espermático,fertilização
2224,luz,apetite
2225,luz,manganês
2226,luz,cloro
2227,luz,vedação
2228,nutricionista,potássio
2229,nutricionista,vitro
2230,nutricionista,cobalto
2231,nutricionista,magnésio
2232,carroça,copa
2233,carroça,calopogônio
2234,carroça,dominância
2235,carroça,inflorescência
2236,descongelar,sintetizar
2237,descongelar,primípara
2238,descongelar,muco
2239,descongelar,acetonemia
2240,ruminante,populaçãar
2241,ruminante,diferem
2242,ruminante,carboidrato
2243,ruminante,estilosante
2244,rançoso,fenótipo
2245,rançoso,abomaso
2246,rançoso,cobre
2247,rançoso,pescoço
2248,ferrugem,demandar
2249,ferrugem,cor
2250,ferrugem,multiestrato
2251,ferrugem,vento
2252,babesiose,liber
2253,babesiose,lento
2254,babesiose,elétrica
2255,babesiose,tanchagem
2256,prostrar,apetite
2257,prostrar,manganês
2258,prostrar,integração
2259,prostrar,medo
2260,calcítico,pedilúvio
2261,calcítico,liber
2262,calcítico,detergente
2263,calcítico,endereço
2264,gradagem,calcário
2265,gradagem,avear
2266,gradagem,alumínio
2267,gradagem,aveia
2268,papeira,mofado
2269,papeira,barbela
2270,papeira,rasqueadeir
2271,papeira,partícula
2272,urinário,macrocephala
2273,urinário,rasteiro
2274,urinário,diferem
2275,urinário,hábito
2276,gigante,carrapaticidar
2277,gigante,boca
2278,gigante,ressecamento
2279,gigante,lento
2280,manganês,cobalto
2281,manganês,cobre
2282,manganês,apetite
2283,manganês,potássio
2284,distúrbio,cobalto
2285,distúrbio,manganês
2286,distúrbio,potássio
2287,distúrbio,procurar
2288,lona,frágil
2289,lona,desagradável
2290,lona,luminosidade
2291,lona,tanques
2292,teteira,ginecológico
2293,teteira,cetose
2294,teteira,cruza
2295,teteira,reagente
2296,humano,heterose
2297,humano,organismo
2298,humano,eficiente
2299,humano,doador
2300,cupim,sintético
2301,cupim,oxigênio
2302,cupim,funcionar
2303,cupim,andrológico
2304,nutrir,cobalto
2305,nutrir,aureus
2306,nutrir,cloro
2307,nutrir,potássio
2308,novilha,derivar
2309,novilha,subnutrição
2310,novilha,montar
2311,novilha,diferem
2312,procurar,potássio
2313,procurar,manganês
2314,procurar,medo
2315,procurar,fertilização
2316,macega,nutrientes
2317,macega,potássio
2318,macega,manganês
2319,macega,tomada
2320,aureu,hábito
2321,aureu,cor
2322,aureu,mucoso
2323,aureu,dactylon
2324,úmido,magnésio
2325,úmido,manganês
2326,úmido,nutrientes
2327,úmido,medo
2328,permanente,manganês
2329,permanente,potássio
2330,permanente,cobalto
2331,permanente,aditivo
2332,motivo,dactylon
2333,motivo,magnésio
2334,motivo,medo
2335,motivo,lento
2336,principal,maneira
2337,principal,meio
2338,principal,elevar
2339,principal,fator
2340,iodar,pedilúvio
2341,iodar,demora
2342,iodar,tremor
2343,iodar,cromossomo
2344,pressãar,isolamento
2345,pressãar,intoxicação
2346,pressãar,arejamento
2347,pressãar,solubilização
2348,membro,verminose
2349,membro,gelificação
2350,membro,macronutriente
2351,membro,citratar
2352,digestivo,entrada
2353,digestivo,ar
2354,digestivo,infestação
2355,digestivo,brasiliensil
2356,citoplasma,herdar
2357,citoplasma,tanchagem
2358,citoplasma,elétrica
2359,citoplasma,mourão
2360,mineral,base
2361,mineral,dieta
2362,mineral,seco
2363,mineral,teor
2364,larva,casa
2365,larva,elétrica
2366,larva,broto
2367,larva,decumbens
2368,densidade,canaleta
2369,densidade,óxido
2370,densidade,verme
2371,densidade,lesão
2372,colmo,perene
2373,colmo,diferem
2374,colmo,ressemeadura
2375,colmo,populaçãar
2376,manipulação,potássio
2377,manipulação,verme
2378,manipulação,óxido
2379,manipulação,oxigênio
2380,inibidor,corda
2381,inibidor,aminoácido
2382,inibidor,acetonemia
2383,inibidor,sintetizar
2384,entrar,leiteiro
2385,entrar,médio
2386,entrar,rebanho
2387,entrar,alta
2388,arbóreo,medo
2389,arbóreo,procurar
2390,arbóreo,dactylon
2391,arbóreo,vitro
2392,regador,integração
2393,regador,oxigênio
2394,regador,cobalto
2395,regador,ovariano
2396,tratamento,medida
2397,tratamento,genético
2398,tratamento,resíduo
2399,tratamento,técnico
2400,basar,cobre
2401,basar,cobalto
2402,basar,primípara
2403,basar,óxido
2404,bater,mamadeira
2405,bater,coliforme
2406,bater,cobalto
2407,bater,ovo
2408,féter,somatotropina
