,term1,term2,value
3152,nutrientes, concentrar,4
3153,nutrientes, grande,4
3154,nutrientes, planta,4
3155,delgar, proteína,4
3158,descer, bezerro,4
3162,abrasividade, bom,4
3163,abrasividade, silo,4
3164,novilha, gestação,4
3165,novilha, rebanho,4
3167,aeróbia, sistema,4
3168,zebuínos, vaca,4
3169,integração, cultura,4
3170,integração, sistema,4
3172,enxofre, fósforo,4
3177,pastagem, cobertura,4
3201,magnésio, bicarbonato,4
3202,magnésio, dieta,4
3204,magnésio, água,4
3206,detenção, sistema,4
3210,queimada, queimar,4
3212,misturador, mineral,4
3213,semeadura, pastagem,4
3215,semeadura, plantio,4
3216,desmamar, precoce,4
3221,líquida, sistema,4
3222,líquida, tratamento,4
3223,líquida, vaca,4
3224,homozigoto, gene,4
3226,aminoácido, aminar,4
3227,aminoácido, microbiano,4
3228,rebanho, acasalamento,4
3232,rebanho, cruzamento,4
3234,rebanho, macho,4
3235,rebanho, meio,4
3237,rebanho, presença,4
3253,fatores, afetar,4
3254,fatores, animais,4
3255,fatores, forrageira,4
3256,fatores, infecção,4
3257,fatores, interferir,4
3258,fatores, lactação,4
3259,fatores, sistema,4
3260,fatores, temperatura,4
3261,prever, parto,4
3270,leiteiro, holandês,4
3275,cetose, vaca,4
3276,vacar, bezerro,4
3279,maneira, gene,4
3280,maneira, mocho,4
3281,maneira, vaca,4
3282,técnico, bom,4
3285,técnico, genético,4
3286,técnico, vaca,4
3287,ectoparasita, grande,4
3289,alta, baixo,4
3290,alta, bezerro,4
3291,alta, elevar,4
3292,alta, febre,4
3293,alta, genético,4
3294,alta, seco,4
3295,alta, solo,4
3296,perda, animais,4
3299,perda, gordura,4
3300,perda, lactação,4
3301,perda, pequeno,4
3307,eficiente, carrapaticida,4
3317,tropical, pequeno,4
3318,secador, parto,4
3346,parto, adulto,4
3347,parto, cobertura,4
3348,parto, concentrar,4
3351,parto, holandês,4
3353,parto, principal,4
3356,zebu, bezerro,4
3359,semeadeira, semente,4
3360,parte, gordura,4
3361,parte, mestiço,4
3362,parte, novilho,4
3363,parte, pelar,4
3364,suplemento, vaca,4
3365,suplemento, volumoso,4
3366,acasalamento, filho,4
3367,macho, raça,4
3368,doador, embrião,4
3369,instalações, animais,4
3370,instalações, doença,4
3371,instalações, seco,4
3372,instalações, tratamento,4
3373,instalações, vaca,4
3375,zebuínas, bezerro,4
3376,zebuínas, leiteiro,4
3377,magra, parto,4
3384,pequeno, proteína,4
3392,diferem, solo,4
3393,tecidos, animal,4
3394,tecidos, mamário,4
3395,tecidos, tecer,4
3396,aptidão, holandês,4
3398,bicarbonato, dieta,4
3400,montar, vaca,4
3405,animais, bactéria,4
3406,animais, bebedouro,4
3407,animais, cerca,4
3409,animais, comercial,4
3410,animais, concentrado,4
3411,animais, consumir,4
3412,animais, doméstico,4
3413,animais, eficiente,4
3414,animais, entrada,4
3415,animais, entrar,4
3416,animais, fase,4
3417,animais, fêmeo,4
3418,animais, gir,4
3419,animais, humano,4
3420,animais, larva,4
3421,animais, mamário,4
3422,animais, material,4
3423,animais, medicamento,4
3424,animais, máquina,4
3425,animais, mão,4
3426,animais, natural,4
3427,animais, núcleo,4
3428,animais, objetivo,4
3429,animais, obra,4
3430,animais, parasita,4
3431,animais, piquete,4
3432,animais, procedimento,4
3433,animais, quarto,4
3434,animais, rotativo,4
3435,animais, suficiente,4
3436,animais, taxa,4
3437,animais, unidade,4
3438,animais, árvore,4
3439,inimigo, natural,4
3440,estimulante, vaca,4
3444,peletizado, concentrar,4
3445,peletizado, genético,4
3446,aproveitamento, plantio,4
3447,aproveitamento, sistema,4
3448,digestãar, sistema,4
3452,descamação, bezerro,4
3453,descamação, descer,4
3454,tratamento, identificar,4
3455,tratamento, infecção,4
3459,tratamento, parto,4
3460,tratamento, seco,4
3462,fertilização, embrião,4
3463,fertilização, vitro,4
3472,bom, gir,4
3497,proteína, raça,4
3498,bicálcico, fósforo,4
3499,inoculação, parasita,4
3500,cruzar, raça,4
3501,cruzar, vaca,4
3502,desmama, precoce,4
3504,entressafra, animal,4
3505,seca, corporal,4
3506,seca, esterco,4
3507,seca, forragem,4
3508,seca, infecção,4
3509,seca, instalação,4
3510,seca, novilho,4
3511,seca, ordenha,4
3512,seca, parte,4
3513,seca, pelar,4
3514,seca, teto,4
3515,seca, tratamento,4
3521,seco, pastagem,4
3530,zebuína, bezerro,4
3533,peladeira, bom,4
3534,peladeira, genético,4
3535,zebuíno, vaca,4
3539,sede, acasalar,4
3540,sede, aditivo,4
3541,sede, alumínio,4
3542,sede, aminar,4
3543,sede, amônio,4
3544,sede, andrológico,4
3545,sede, ataque,4
3546,sede, açúcar,4
3547,sede, bacteriano,4
3548,sede, berne,4
3549,sede, bicarbonato,4
3550,sede, bicheira,4
3551,sede, casco,4
3552,sede, caule,4
3553,sede, cavalo,4
3554,sede, clonagem,4
3555,sede, cobalto,4
3556,sede, cobre,4
3557,sede, colher,4
3558,sede, confinar,4
3559,sede, cor,4
3560,sede, cítrico,4
3561,sede, demorar,4
3562,sede, desidratação,4
3563,sede, doador,4
3564,sede, doméstico,4
3565,sede, efluente,4
3566,sede, enfermidade,4
3567,sede, enzima,4
3568,sede, equino,4
3569,sede, ereto,4
3570,sede, escuro,4
3571,sede, estolão,4
3572,sede, fabricante,4
3573,sede, fenação,4
3574,sede, feto,4
3575,sede, financeiro,4
3576,sede, frio,4
3577,sede, fungo,4
3578,sede, gesso,4
3579,sede, gêmeo,4
3580,sede, gênero,4
3581,sede, herbicida,4
3582,sede, herdar,4
3583,sede, homeopatia,4
3584,sede, homeopático,4
3585,sede, híbrido,4
3586,sede, implantar,4
3587,sede, imunidade,4
3588,sede, imunoglobulina,4
3589,sede, indesejável,4
3590,sede, inflamatório,4
3591,sede, inflamação,4
3592,sede, intestino,4
3593,sede, intramamária,4
3594,sede, isolamento,4
3595,sede, lateral,4
3596,sede, limpar,4
3597,sede, maternidade,4
3598,sede, medir,4
3599,sede, molécular,4
3600,sede, motivo,4
3601,sede, ordenhador,4
3602,sede, ovulação,4
3603,sede, ovário,4
3604,sede, patógeno,4
3605,sede, placa,4
3606,sede, progênie,4
3607,sede, proliferação,4
3608,sede, proporção,4
3609,sede, reação,4
3610,sede, regime,4
3611,sede, ressemeadura,4
3612,sede, ruziziensil,4
3613,sede, sabor,4
3614,sede, secar,4
3615,sede, sementes,4
3616,sede, sombrear,4
3617,sede, sucedâneo,4
3618,sede, sulco,4
3619,sede, série,4
3620,sede, tanque,4
3621,sede, tecido,4
3622,sede, testículo,4
3623,sede, tolerância,4
3624,sede, transmissão,4
3625,sede, treinamento,4
3626,sede, unidade,4
3627,sede, utensílio,4
3628,sede, variação,4
3629,sede, velho,4
3630,sede, ventilar,4
3631,sede, vento,4
3632,sede, úmido,4
3634,silo, forragem,4
3635,gestação, bom,4
3638,gestação, novilho,4
3639,secar, parto,4
3643,nitrogênio, material,4
3644,nitrogênio, orgânico,4
3647,tecido, tecer,4
3648,identificar, bom,4
3651,cuidado, vaca,4
3653,regime, bom,4
3654,rasteira, planta,4
3655,rasteira, rasteiro,4
3656,pesagem, animal,4
3657,máximo, base,4
3658,máximo, bovino,4
3659,máximo, braquiária,4
3660,máximo, capim,4
3661,máximo, cobrir,4
3662,máximo, cocho,4
3663,máximo, compactação,4
3664,máximo, corporal,4
3665,máximo, doença,4
3666,máximo, filho,4
3667,máximo, forrageiro,4
3668,máximo, gestação,4
3669,máximo, gir,4
3670,máximo, holandês,4
3671,máximo, maneira,4
3672,máximo, medida,4
3673,máximo, nutriente,4
3674,máximo, população,4
3675,máximo, rebanhar,4
3676,máximo, risco,4
3677,máximo, rotativo,4
3678,máximo, seco,4
3679,máximo, silo,4
3680,máximo, temperatura,4
3681,máximo, teor,4
3683,presença, animal,4
3684,presença, chifre,4
3696,vegetativo, bom,4
3700,puro, genético,4
3703,óxido, bicarbonato,4
3704,óxido, dieta,4
3707,salobra, salobrar,4
3708,oócito, embrião,4
3709,lactente, bezerro,4
3710,intestino, proteína,4
3715,consumidor, água,4
3716,método, semente,4
3718,somático, parto,4
3721,garantir, animais,4
3723,garantir, parto,4
3733,bezerro, volumoso,4
3738,bezerra, agente,4
3739,bezerra, desaleitamento,4
3740,bezerra, holandês,4
3741,bezerra, meio,4
3742,bezerra, mestiço,4
3743,bezerra, médio,4
3744,bezerra, natural,4
3745,bezerra, ração,4
3746,bezerra, seco,4
3747,bezerra, volumoso,4
3749,gir, genético,4
3751,parir, vaca,4
3752,sanitário, vaca,4
3753,pico, silo,3
3755,conservante, silo,3
3756,reprodutor, genético,3
3757,reprodutor, monta,3
3758,reprodutor, vaca,3
3759,verão, grande,3
3763,mamário, agente,3
3764,mamário, antibiótico,3
3765,mamário, bom,3
3766,mamário, grande,3
3767,mamário, imunológico,3
3768,mamário, mineral,3
3769,mamário, mãe,3
3770,mamário, pequeno,3
3773,fermentação, silo,3
3774,mamária, agente,3
3775,mamária, antibiótico,3
3776,mamária, bom,3
3777,mamária, grande,3
3778,mamária, imunológico,3
3779,mamária, mineral,3
3780,mamária, mãe,3
3781,mamária, pequeno,3
3782,mamária, tecido,3
3783,abomaso, vaca,3
3784,leguminosa, arbusto,3
3785,leguminosa, forrageira,3
3786,leguminosa, forragem,3
3787,leguminosa, planta,3
3788,leguminosa, tropical,3
3789,leguminosa, árvore,3
3790,minerais, alimento,3
3791,minerais, alto,3
3792,minerais, gordura,3
3793,minerais, imunológico,3
3794,minerais, potássio,3
3795,minerais, rebanho,3
3796,minerais, reprodutivo,3
3797,minerais, suplemento,3
3798,minerais, óxido,3
3800,leguminoso, forragem,3
3802,leguminoso, tropical,3
3803,leguminoso, árvore,3
3804,calagem, base,3
3805,calagem, forrageira,3
3807,calagem, natural,3
3810,touceira, bom,3
3811,térmico, eficiente,3
3813,térmico, temperatura,3
3814,motivo, vaca,3
3816,piquete, bom,3
3817,piquete, cerca,3
3821,vegetal, bom,3
3823,vegetal, pastagem,3
3824,crioscopia, lactação,3
3825,crioscopia, parto,3
3826,crioscopia, raça,3
3827,crioscopia, sexo,3
3828,térmica, eficiente,3
3829,térmica, grande,3
3830,térmica, temperatura,3
3831,desfolha, pastagem,3
3833,espermatozoide, macho,3
3834,tamponante, bicarbonato,3
3835,tamponante, ruminal,3
3836,tamponante, vaca,3
3837,sexo, gêmeo,3
3838,sexo, vaca,3
3840,fisiológico, vaca,3
3841,bula, bulir,3
3842,bula, carrapaticida,3
3843,absorvível, animal,3
3844,absorvível, proteína,3
3845,febre, alto,3
3847,febre, perda,3
3853,doença, gênerar,3
3858,doença, pequeno,3
3861,biológico, gramínea,3
3862,biológico, tratamento,3
3863,tolerância, brachiaria,3
3864,tolerância, grande,3
3865,tolerância, holandês,3
3866,tolerância, solo,3
3867,afetar, infecção,3
3868,afetar, lactação,3
3869,afetar, mamário,3
3872,mineral, alto,3
3873,mineral, gordura,3
3874,mineral, imunológico,3
3880,rufião, grande,3
3881,rufião, vaca,3
3882,cérvix, parto,3
3883,proporção, lote,3
3884,variação, acasalamento,3
3885,variação, concentração,3
3886,variação, célula,3
3887,variação, elevar,3
3888,variação, grande,3
3889,variação, lactação,3
3890,variação, medida,3
3891,variação, médio,3
3892,variação, proteína,3
3893,variação, seco,3
3894,variação, somático,3
3895,manteiga, gordura,3
3897,ordenha, auxiliar,3
3898,ordenha, limpo,3
3902,ordenha, utensílio,3
3903,ordenha, via,3
3904,cru, técnico,3
3909,esterco, água,3
3913,pele, concentrar,3
3914,pele, grande,3
3915,pele, população,3
3916,pele, raça,3
3917,pele, ração,3
3918,pele, seco,3
3919,pele, solo,3
3920,sabor, enzima,3
3921,cirúrgico, testículo,3
3922,prolapso, parto,3
3923,aditivo, bicarbonato,3
3925,tomada, planejamento,3
3926,treinamento, mão,3
3927,treinamento, obra,3
3928,potássio, cobre,3
3929,potássio, manganês,3
3930,potássio, nitrogênio,3
3931,bernes, espécie,3
3932,caixa, cair,3
3933,caixa, térmico,3
3934,aureus, agalactiae,3
3935,aureus, aureu,3
3936,aureus, contagioso,3
3937,híbrido, cruzamento,3
3938,infestação, animal,3
3939,infestação, pequeno,3
3940,armazenamento, concentrar,3
3941,armazenamento, mineral,3
3944,estresse, corporal,3
3945,estresse, fator,3
3946,estresse, metabólico,3
3947,estresse, quente,3
3948,estresse, sistema,3
3949,estresse, temperatura,3
3951,estreptococo, coliforme,3
3952,parteiro, concentrado,3
3953,parteiro, fase,3
3954,parteiro, gestação,3
3955,parteiro, gordura,3
3956,parteiro, lactação,3
3957,parteiro, médio,3
3958,parteiro, novilho,3
3959,parteiro, parto,3
3960,parteiro, pelar,3
3961,parteiro, principal,3
3962,parteiro, proteína,3
3963,parteiro, raça,3
3964,parteiro, rebanho,3
3965,parteiro, teto,3
3968,gestante, bezerro,3
3970,gestante, vacar,3
3973,concentrado, chuva,3
3974,concentrado, comer,3
3975,concentrado, desmame,3
3976,concentrado, elevar,3
3977,concentrado, forragem,3
3979,concentrado, leiteiro,3
3980,concentrado, novilho,3
3981,concentrado, pastejo,3
3982,concentrado, rotativo,3
3983,concentrado, ruminal,3
3984,concentrado, tamponante,3
3985,pivô, aspersor,3
3988,gênero, associação,3
3989,gênero, doença,3
3991,anaeróbia, lagoa,3
3992,geada, solo,3
3993,pressãar, aspersor,3
3994,medida, bactéria,3
3995,medida, bezerro,3
3996,medida, bom,3
3997,medida, parto,3
4001,antibiose, brachiaria,3
4002,demanda, demandar,3
4003,tostar, vaca,3
4005,pus, presença,3
4011,corporal, fase,3
4014,corporal, parir,3
4018,irrigação, água,3
4019,ácido, fosfato,3
4020,ácido, meio,3
4021,ácido, solo,3
4024,esperar, heterose,3
4025,célula, corpo,3
4026,célula, inflamatório,3
4028,célula, proteína,3
4029,célula, vaca,3
4033,químico, sistema,3
4034,digestão, alimento,3
4035,digestão, bactéria,3
4036,digestão, fase,3
4037,digestão, proteína,3
4038,guzerá, aptidão,3
4039,guzerá, bom,3
4040,guzerá, genético,3
4045,obra, pastagem,3
4047,obtençãar, animal,3
4048,osso, fósforo,3
4055,colhedeira, plantio,3
4056,herbácea, herbáceo,3
4057,pilha, compostagem,3
4059,fibra, dieta,3
4060,fibra, leiteiro,3
4062,acetonemia, vaca,3
4064,fácil, solo,3
4066,elevar, ar,3
4067,elevar, base,3
4071,elevar, pequeno,3
4074,elevar, tropical,3
4075,arenoso, solo,3
4076,farinha, fósforo,3
4078,principal, cuidado,3
4080,principal, pastagem,3
4081,principal, pequeno,3
4082,principal, rebanho,3
4085,principal, temperatura,3
4088,pastejo, avear,3
4089,pastejo, brachiaria,3
4091,pastejo, cobertura,3
4093,pastejo, pequeno,3
4095,pastejo, presença,3
4099,pelagem, animal,3
4100,pelagem, concentrar,3
4101,pelagem, população,3
4102,pelagem, raça,3
4103,pelagem, ração,3
4104,pelagem, seco,3
4105,pelagem, solo,3
4106,sementes, aveia,3
4107,sementes, invasor,3
4108,sementes, leguminoso,3
4109,sementes, planta,3
4110,sementes, plântula,3
4111,sementes, semear,3
4113,hábito, pastejo,3
4115,arbusto, sistema,3
4116,arbusto, árvore,3
4117,humificação, fase,3
4119,fêmea, bezerro,3
4121,fêmea, estéril,3
4122,fêmea, filho,3
4123,fêmea, leiteiro,3
4124,fêmea, vitro,3
4125,bovino, alto,3
4126,bovino, base,3
4129,bovino, eficiente,3
4130,bovino, equino,3
4134,bovino, humano,3
4135,bovino, ovino,3
4139,ereto, bom,3
4141,interferir, animal,3
4151,teor, fósforo,3
4152,herbicida, plantio,3
4153,uterino, parto,3
4155,físico, bom,3
4156,físico, brachiaria,3
4157,físico, sistema,3
4158,físico, vaca,3
4160,unidade, brachiaria,3
4161,monta, animal,3
4163,libido, bom,3
4164,albumina, globulina,3
4165,albumina, gordura,3
4166,albumina, proteína,3
4167,dactylon, brachiaria,3
4169,dactylon, nlemfuensis,3
4170,prostração, prostrar,3
4171,efeito, bom,3
4172,efeito, mestiço,3
4175,vermelhinho, micuim,3
4176,utensílio, bezerro,3
4177,cigarra, inseto,3
4178,cigarra, pastagem,3
4180,cigarra, planta,3
4181,sofrimento, vaca,3
4183,heterose, bom,3
4184,heterose, filho,3
4186,heterose, pequeno,3
4190,meio, embrião,3
4191,meio, fosfato,3
4192,meio, garantir,3
4193,meio, gradagem,3
4195,meio, método,3
4196,meio, pequeno,3
4197,meio, placa,3
4198,meio, plantio,3
4199,meio, puro,3
4202,concentração, cocho,3
4203,concentração, comer,3
4204,concentração, concentrado,3
4205,concentração, fase,3
4206,concentração, forrageira,3
4207,concentração, intoxicação,3
4208,concentração, lactação,3
4209,concentração, magnésio,3
4210,concentração, parto,3
4211,concentração, pasto,3
4213,drenagem, mal,3
4214,drenagem, terreno,3
4216,teto, lote,3
4218,trator, antibiótico,3
4219,trator, lactação,3
4220,trator, ordenha,3
4221,trator, parto,3
4222,trator, pastejo,3
4223,trator, sintoma,3
4224,trator, técnico,3
4225,germinação, forrageira,3
4226,germinação, semeadura,3
4227,carbonato, água,3
4228,imunidade, bezerro,3
4229,resistente, raça,3
4230,cobrir, parto,3
4232,lençol, orgânico,3
4235,solo, ar,3
4242,solo, luz,3
4244,solo, modo,3
4247,solo, ovo,3
4249,solo, radiação,3
4250,solo, raio,3
4251,solo, resíduo,3
4252,solo, rotativo,3
4253,solo, seco,3
4255,solo, tolerante,3
4256,solo, tropical,3
4257,solo, vento,3
4259,digerir, fibra,3
4260,digerir, proteína,3
4263,material, compactação,3
4264,material, esterco,3
4266,material, organismo,3
4267,material, tanque,3
4269,lagoa, grande,3
4270,bovina, alto,3
4271,bovina, base,3
4272,bovina, bovil,3
4273,bovina, brachiaria,3
4274,bovina, cavalo,3
4275,bovina, eficiente,3
4276,bovina, equino,3
4277,bovina, estresse,3
4278,bovina, forrageira,3
4279,bovina, grande,3
4280,bovina, humano,3
4281,bovina, ovino,3
4282,bovina, pastagem,3
4283,bovina, samambaia,3
4284,bovina, sistema,3
4285,bovina, tratamento,3
4286,bovina, água,3
4287,mãe, animal,3
4288,mãe, filho,3
4290,mãe, vaca,3
4291,energético, gordura,3
4292,energético, pequeno,3
4293,baixo, alto,3
4296,baixo, doença,3
4297,baixo, genético,3
4300,baixo, pequeno,3
4302,baixo, principal,3
4306,mão, pastagem,3
4309,mosca, meio,3
4310,mosca, proliferação,3
4311,adubar, brachiaria,3
4317,perder, gordura,3
4319,dor, animal,3
4320,agilidade, bom,3
4321,agilidade, medicamento,3
4323,monórquidos, testículo,3
4325,picar, silo,3
4327,mau, vaca,3
4333,ataque, brachiaria,3
4335,fenação, bom,3
4338,descartar, genético,3
4341,silagem, hectare,3
4342,silagem, pequeno,3
4344,silagem, seca,3
4348,zootécnico, vaca,3
4352,pelar, raça,3
4353,pelar, ração,3
4355,pelar, solo,3
4356,microbiológico, bom,3
4357,capim, natural,3
4359,descendente, genético,3
4360,descendente, ordenha,3
4361,descendente, raça,3
4362,descendente, vaca,3
4365,praga, natural,3
4366,praga, pastagem,3
4368,desinfetar, teto,3
4369,adubo, brachiaria,3
4370,adubo, concentrado,3
4373,desaleitar, bezerro,3
4374,prenhe, vaca,3
4376,isolamento, animal,3
4377,forrageiro, brachiaria,3
4380,forrageiro, seco,3
4381,forrageiro, solo,3
4382,raspagem, concreto,3
4383,raspagem, esterco,3
4384,raspagem, raspar,3
4385,compactação, forragem,3
4387,ordenhador, mão,3
4388,ordenhador, raça,3
4392,forrageira, capineiro,3
4393,forrageira, cobertura,3
4398,forrageira, densidade,3
4404,forrageira, nlemfuensis,3
4406,forrageira, parte,3
4407,forrageira, preparar,3
4409,forrageira, superpastejo,3
4414,abrigo, animal,3
4416,taxa, fértil,3
4417,taxa, gestação,3
4418,taxa, hectare,3
4422,taxa, piquete,3
4424,taxa, semeadura,3
4426,portador, testículo,3
4430,animal, auxiliar,3
4435,animal, cobertura,3
4441,animal, efluente,3
4442,animal, exame,3
4449,animal, gene,3
4453,animal, hectare,3
4456,animal, madeira,3
4458,animal, metabólico,3
4460,animal, método,3
4461,animal, nitrogênio,3
4467,animal, silo,3
4469,animal, sol,3
4473,animal, substância,3
4476,animal, vitamina,3
4477,animal, volumoso,3
4479,ressemeadura, pasto,3
4480,temperatura, alta,3
4482,temperatura, eficiente,3
4483,temperatura, pequeno,3
4486,temperatura, tropical,3
4487,aveia, cultura,3
4488,aveia, presença,3
4489,aveia, vaca,3
4491,planta, brachiaria,3
4492,planta, capim,3
4493,planta, cultura,3
4494,planta, fósforo,3
4496,planta, natural,3
4498,planta, nutritivo,3
4499,planta, parte,3
4503,planta, semente,3
4504,planta, técnico,3
4505,pressão, aspersor,3
4506,pressão, sistema,3
4509,decumbem, panicum,3
4515,médio, fêmea,3
4520,médio, vitamina,3
4521,médio, volumoso,3
4523,patógeno, orgânico,3
4524,lateral, abrigo,3
4525,lateral, bom,3
4526,criopreservação, lactação,3
4527,criopreservação, parto,3
4528,criopreservação, raça,3
4529,criopreservação, sexo,3
4530,criopreservação, sistema,3
4531,pasteurizado, cru,3
4532,ventilação, animal,3
4535,suplementar, seca,3
4537,solúvel, orgânico,3
4539,sombrite, bom,3
4540,basar, seco,3
4541,infertilidade, lote,3
4543,grande, acasalamento,3
4545,grande, brachiaria,3
4549,grande, esperar,3
4552,grande, lote,3
4554,grande, maneira,3
4555,grande, molécular,3
4564,grande, puro,3
4566,grande, rasteiro,3
4572,artificial, animal,3
4575,artificial, natural,3
4580,parasita, orgânico,3
4582,fertirrigação, tanque,3
4583,sintoma, bactéria,3
4586,sintoma, medicamento,3
4587,sintoma, perda,3
4588,base, basar,3
4589,base, bom,3
4592,chuva, mineral,3
4594,chuva, rotativo,3
4597,sistema, aspersor,3
4605,sistema, forragem,3
4606,sistema, garantir,3
4608,sistema, heterose,3
4609,sistema, leiteiro,3
4612,sistema, tricros,3
4613,sistema, técnico,3
4616,lote, bezerro,3
4617,berne, espécie,3
4623,vacina, bactéria,3
4624,vacina, vacinar,3
4629,panicum, nlemfuensis,3
4630,vacinador, vacinar,3
4631,combate, espécie,3
4632,insumo, animais,3
4633,dieta, baixo,3
4636,dieta, gordura,3
4637,dieta, leiteiro,3
4639,dieta, nitrogênio,3
4640,dieta, solo,3
4645,cultura, placa,3
4647,cultura, tratamento,3
4649,entrada, ar,3
4650,entrada, silo,3
4652,associação, rebanho,3
4653,associação, vaca,3
4654,reter, filho,3
4656,quente, método,3
4657,quente, pastagem,3
4662,calor, grande,3
4663,calor, holandês,3
4664,captura, mosca,3
4665,implantar, orgânico,3
4666,picada, bom,3
4667,picada, silagem,3
4668,picada, silo,3
4669,picada, volumoso,3
4672,braquiária, plantio,3
4673,braquiária, ácidos,3
4674,seiva, inseto,3
4675,sanguíneo, corrente,3
4676,protozoário, bactéria,3
4677,examinar, animal,3
4678,inseminador, artificial,3
4679,inseminador, parto,3
4681,fosfato, bicálcico,3
4683,fosfato, magnésio,3
4684,fosfato, pastagem,3
4685,fosfato, plantio,3
4687,maximização, alimento,3
4688,maximização, vaca,3
4689,cisteína, enxofre,3
4690,perfilhamento, solo,3
4691,molécular, base,3
4692,via, testículo,3
4693,comercial, medicamento,3
4697,glândula, bom,3
4698,glândula, imunológico,3
4699,glândula, inflamação,3
4700,glândula, lactação,3
4701,glândula, medicamento,3
4702,glândula, ordenha,3
4704,glândula, vaca,3
4707,partícula, concentrado,3
4708,partícula, fase,3
4709,partícula, gestação,3
4710,partícula, lactação,3
4711,partícula, médio,3
4712,partícula, novilho,3
4713,partícula, parto,3
4714,partícula, pelar,3
4715,partícula, principal,3
4716,partícula, proteína,3
4717,partícula, raça,3
4718,partícula, rebanho,3
4719,partícula, teto,3
4721,reprodutivo, mestiço,3
4725,cloro, cobre,3
4726,cloro, fósforo,3
4727,cloro, magnésio,3
4728,cloro, manganês,3
4729,manual, esterco,3
4730,agudo, animal,3
4731,agudo, infecção,3
4735,fase, gestação,3
4740,infecção, bactéria,3
4741,infecção, clínico,3
4742,infecção, desinfecção,3
4746,infecção, intramamária,3
4747,infecção, pequeno,3
4748,infecção, perda,3
4752,infestações, animal,3
4753,infestações, pequeno,3
4754,levedura, bezerro,3
4755,levedura, instalação,3
4756,levedura, sistema,3
4757,lácteo, sabor,3
4760,população, aproveitamento,3
4762,população, nitrogênio,3
4763,população, pastagem,3
4765,população, pequeno,3
4766,subtropical, pequeno,3
4767,recomendação, animais,3
4768,recomendação, antibiótico,3
4769,recomendação, bebedouro,3
4770,recomendação, brachiaria,3
4771,recomendação, cobrir,3
4772,recomendação, concentração,3
4773,recomendação, medida,3
4774,recomendação, médico,3
4775,recomendação, nutriente,3
4776,recomendação, pasto,3
4777,recomendação, procedimento,3
4778,recomendação, semente,3
4779,recomendação, silagem,3
4780,recomendação, silo,3
4781,recomendação, volumoso,3
4783,pasto, alto,3
4788,pasto, fator,3
4791,pasto, mineral,3
4794,pasto, novilho,3
4796,pasto, samambaia,3
4797,pasto, seco,3
4798,pasto, solo,3
4800,lactose, vaca,3
4801,exigência, proteína,3
4803,água, bezerro,3
4806,água, corporal,3
4809,água, perder,3
4812,água, resíduo,3
4817,água, suficiente,3
4818,pasta, animal,3
4819,molecular, base,3
4821,molecular, genético,3
4822,espécies, adulto,3
4823,espécies, agente,3
4824,espécies, arbóreo,3
4825,espécies, ataque,3
4826,espécies, cromossomo,3
4827,espécies, doméstico,3
4828,espécies, elevar,3
4829,espécies, genético,3
4830,espécies, luminosidade,3
4831,espécies, naturalizar,3
4832,espécies, nutricional,3
4833,espécies, nutritivo,3
4834,espécies, organismo,3
4835,espécies, plantio,3
4836,espécies, proteína,3
4837,espécies, superpastejo,3
4838,espécies, técnico,3
4839,espécies, vegetal,3
4842,ração, nutriente,3
4843,ração, proteína,3
4844,purpureum, brachiaria,3
4845,purpureum, panicum,3
4846,raspadeira, raspar,3
4848,risco, pastagem,3
4852,lactação, forragem,3
4853,lactação, fêmea,3
4855,lactação, gestação,3
4860,lactação, novilho,3
4862,lactação, secar,3
4864,molécula, base,3
4866,tóxico, solo,3
4867,cocho, bom,3
4871,contaminação, doença,3
4872,contaminação, humano,3
4874,contaminação, orgânico,3
4875,contaminação, pastagem,3
4876,contaminação, teto,3
4881,alimento, entrar,3
4882,alimento, exigência,3
4884,alimento, forrageira,3
4885,alimento, fósforo,3
4886,alimento, gordura,3
4887,alimento, leiteiro,3
4888,alimento, médio,3
4889,alimento, parto,3
4891,alimento, perda,3
4893,alimento, puro,3
4894,alimento, rebanho,3
4895,alimento, seca,3
4896,alimento, seco,3
4898,estolonífera, plantio,3
4899,diarreia, alto,3
4900,diarreia, animal,3
4901,diarreia, bovino,3
4902,diarreia, diarrear,3
4903,diarreia, febre,3
4905,desaleitamento, desaleitar,3
4906,desaleitamento, médio,3
4907,portadora, testículo,3
4908,genoma, base,3
4909,genoma, bovino,3
4910,genoma, genético,3
4913,organismo, genético,3
4914,organismo, medicamento,3
4915,organismo, transgênico,3
4916,acesso, animais,3
4917,acesso, bebedouro,3
4918,acesso, bezerro,3
4919,modo, bom,3
4920,modo, genético,3
4921,modo, grande,3
4922,modo, pastagem,3
4923,oferecer, alimento,3
4924,oferecer, água,3
4925,administração, dieta,3
4930,concentrar, forrageira,3
4933,sequenciamento, base,3
4935,invasor, semente,3
4938,quarto, lactação,3
4939,quarto, medicamento,3
4942,terreno, grande,3
4944,rebanhar, bezerro,3
4945,rebanhar, lactação,3
4947,rebanhar, novilho,3
4949,espécie, adulto,3
4951,espécie, arbóreo,3
4953,espécie, cromossomo,3
4954,espécie, doméstico,3
4955,espécie, elevar,3
4957,espécie, luminosidade,3
4959,espécie, nutricional,3
4960,espécie, nutritivo,3
4961,espécie, organismo,3
4962,espécie, plantio,3
4963,espécie, proteína,3
4966,espécie, vegetal,3
4968,acasalar, chifre,3
4969,topografia, bom,3
