,Term1,Term2
3698,voltar,mecânica
3699,voltar,bula
3700,sorgo,ensilagem
3701,sorgo,nutriente
3702,sorgo,milho
3703,sorgo,silagem
3704,sorgo,verde
3705,sorgo,silo
3706,sorgo,química
3707,sorgo,chuvas
3708,sorgo,fermentação
3709,sorgo,nutritivo
3710,confiabilidade,transferência
3711,confiabilidade,dp
3712,confiabilidade,gerente
3713,confiabilidade,parente
3714,confiabilidade,melhores
3715,confiabilidade,informaçõe
3716,confiabilidade,finalidade
3717,confiabilidade,serem
3718,confiabilidade,custo
3719,confiabilidade,geração
3720,ureia,pb
3721,ureia,cana
3722,ureia,açúcar
3723,ureia,volumoso
3724,ureia,ndt
3725,ureia,matéria
3726,ureia,mistura
3727,ureia,teor
3728,ureia,adicionar
3729,ureia,seca
3730,arbóreas,submetida
3731,arbóreas,tóxicas
3732,arbóreas,compactação
3733,arbóreas,plantada
3734,arbóreas,produtividade
3735,arbóreas,produzida
3736,arbóreas,saturação
3737,arbóreas,árvore
3738,arbóreas,sombreamento
3739,arbóreas,estoloníferas
3740,quantidade,seca
3741,quantidade,matéria
3742,quantidade,necessidade
3743,quantidade,magnésio
3744,quantidade,fósforo
3745,quantidade,volumoso
3746,quantidade,na
3747,quantidade,adicionar
3748,quantidade,mistura
3749,quantidade,cálcio
3750,parto,atraso
3751,parto,cio
3752,parto,gestante
3753,parto,colostro
3754,parto,revacinar
3755,parto,ordenha
3756,parto,problema
3757,parto,identificação
3758,parto,vaca
3759,parto,corporal
3760,mineral,sal
3761,mineral,mistura
3762,mineral,dieta
3763,mineral,consumo
3764,mineral,na
3765,mineral,base
3766,mineral,sódio
3767,mineral,quantidade
3768,mineral,cálcio
3769,mineral,fornecer
3770,leite,vivo
3771,leite,peso
3772,leite,valores
3773,leite,zebu
3774,leite,idade
3775,leite,bezerros
3776,leite,mestiças
3777,leite,melhoradore
3778,leite,mestiço
3779,leite,holandês
3780,babesia,dor
3781,babesia,psicrotróficas
3782,babesia,parasitária
3783,babesia,contagem
3784,babesia,rural
3785,babesia,essenciais
3786,babesia,resíduos
3787,babesia,babesiose
3788,babesia,sobreordenha
3789,babesia,tristeza
3790,problema,revacinar
3791,problema,identificação
3792,problema,primeiras
3793,problema,caso
3794,problema,oideal
3795,problema,atraso
3796,problema,feto
3797,problema,depois
3798,problema,isso
3799,problema,importante
3800,população,elemento
3801,população,nitrogênio
3802,população,salientar
3803,população,partícula
3804,população,tonelada
3805,população,ph
3806,população,rúman
3807,população,proteico
3808,população,composto
3809,população,silos
3810,microbiana,concentração
3811,microbiana,selênio
3812,microbiana,fibra
3813,microbiana,minerais
3814,microbiana,cobalto
3815,microbiana,fornecida
3816,microbiana,vitamina
3817,microbiana,acima
3818,microbiana,nutrientes
3819,microbiana,fdn
3820,mastite,ordenha
3821,mastite,garupa
3822,mastite,clínica
3823,mastite,terapia
3824,mastite,tratamento
3825,mastite,infecciosa
3826,mastite,úbere
3827,mastite,condição
3828,mastite,subclínica
3829,mastite,corporal
3830,faixa,quentes
3831,faixa,lagoa
3832,faixa,compostagem
3833,faixa,êxito
3834,faixa,orgânicos
3835,faixa,superfície
3836,faixa,provoca
3837,faixa,quente
3838,faixa,tanque
3839,faixa,estiagem
3840,armazenar,desvantagem
3841,armazenar,papel
3842,armazenar,recomendação
3843,armazenar,provoca
3844,armazenar,lodo
3845,armazenar,pequenas
3846,armazenar,maneira
3847,armazenar,tarefa
3848,armazenar,normalmente
3849,armazenar,total
3850,capineira,adubação
3851,capineira,lavoura
3852,capineira,corte
3853,capineira,baixada
3854,capineira,crescimento
3855,capineira,nutritivo
3856,capineira,anuais
3857,capineira,distribuição
3858,capineira,formação
3859,capineira,altura
3860,capineira,adubação
3861,capineira,lavoura
3862,capineira,corte
3863,capineira,baixada
3864,capineira,crescimento
3865,capineira,nutritivo
3866,capineira,anuais
3867,capineira,distribuição
3868,capineira,formação
3869,capineira,altura
3870,genômica,bicheira
3871,genômica,gerenciamento
3872,genômica,incluem
3873,genômica,fasciolose
3874,genômica,insumo
3875,genômica,médias
3876,genômica,aspectos
3877,genômica,operacional
3878,genômica,convencional
3879,genômica,agricultura
3880,tolerância,arbusto
3881,tolerância,produtividade
3882,tolerância,alto
3883,tolerância,prestam
3884,tolerância,resistência
3885,tolerância,gênero
3886,tolerância,inseto
3887,tolerância,s
3888,tolerância,cigarrinha
3889,tolerância,leguminosas
3890,produtor,chamado
3891,produtor,artificialmente
3892,produtor,andrológico
3893,produtor,touros
3894,produtor,poderem
3895,produtor,melhoradore
3896,produtor,assim
3897,produtor,reprodutor
3898,produtor,possibilita
3899,produtor,mestiças
3900,retorno,quantas
3901,retorno,iatf
3902,retorno,mecânica
3903,retorno,inclinação
3904,retorno,para
3905,retorno,auxilia
3906,retorno,orufião
3907,retorno,eimeriose
3908,retorno,sombreado
3909,retorno,individual
3910,raça,cruzamento
3911,raça,zebuínas
3912,raça,holandês
3913,raça,sindi
3914,raça,gir
3915,raça,guzerá
3916,raça,genética
3917,raça,produção
3918,raça,animai
3919,raça,genético
3920,milho,sorgo
3921,milho,ensilagem
3922,milho,verde
3923,milho,nutriente
3924,milho,silagem
3925,milho,elefante
3926,milho,nutritivo
3927,milho,silo
3928,milho,chuvas
3929,milho,crescimento
3930,seres,babesiose
3931,seres,lácteos
3932,seres,sabor
3933,seres,somáticas
3934,seres,coccidiose
3935,seres,ccs
3936,seres,importantes
3937,seres,ebv
3938,seres,babesia
3939,seres,contagem
3940,humanos,rural
3941,humanos,essenciais
3942,humanos,bemestar
3943,humanos,operacional
3944,humanos,modificado
3945,humanos,somatotropina
3946,humanos,indicadores
3947,humanos,produtos
3948,humanos,carne
3949,humanos,genoma
3950,proteína,bruta
3951,proteína,sódio
3952,proteína,água
3953,proteína,ndt
3954,proteína,ureia
3955,proteína,alimento
3956,proteína,sucedâneos
3957,proteína,gordura
3958,proteína,energia
3959,proteína,cálcio
3960,touro,fêmea
3961,touro,rebanho
3962,touro,provado
3963,touro,genético
3964,touro,filha
3965,touro,cria
3966,touro,estéril
3967,touro,lactaçõe
3968,touro,touros
3969,touro,um
3970,parto,atraso
3971,parto,cio
3972,parto,gestante
3973,parto,colostro
3974,parto,revacinar
3975,parto,ordenha
3976,parto,problema
3977,parto,identificação
3978,parto,vaca
3979,parto,corporal
3980,bezerro,novilha
3981,bezerro,vaca
3982,bezerro,idade
3983,bezerro,colostro
3984,bezerro,revacinar
3985,bezerro,lactação
3986,bezerro,peso
3987,bezerro,primeiras
3988,bezerro,gestação
3989,bezerro,melhoradore
3990,peso,idade
3991,peso,peletizado
3992,peso,leite
3993,peso,vivo
3994,peso,bezerro
3995,peso,melhoradore
3996,peso,novilha
3997,peso,ração
3998,peso,concentrada
3999,peso,bezerros
4000,compostagem,orgânicos
4001,compostagem,superfície
4002,compostagem,quentes
4003,compostagem,copa
4004,compostagem,depende
4005,compostagem,provoca
4006,compostagem,faixa
4007,compostagem,orgânico
4008,compostagem,êxito
4009,compostagem,biológico
4010,microbiana,concentração
4011,microbiana,selênio
4012,microbiana,fibra
4013,microbiana,minerais
4014,microbiana,cobalto
4015,microbiana,fornecida
4016,microbiana,vitamina
4017,microbiana,acima
4018,microbiana,nutrientes
4019,microbiana,fdn
4020,mestiço,leiteira
4021,mestiço,mestiços
4022,mestiço,produto
4023,mestiço,mestiças
4024,mestiço,puras
4025,mestiço,genética
4026,mestiço,pta
4027,mestiço,guzerá
4028,mestiço,gir
4029,mestiço,dep
4030,pastagem,pastejo
4031,pastagem,área
4032,pastagem,baixada
4033,pastagem,azevém
4034,pastagem,adubação
4035,pastagem,aveia
4036,pastagem,sementes
4037,pastagem,forrageira
4038,pastagem,formação
4039,pastagem,plantio
4040,vantagem,composição
4041,vantagem,desaleitamento
4042,vantagem,precoce
4043,vantagem,confinada
4044,vantagem,utilizar
4045,vantagem,balancear
4046,vantagem,desmama
4047,vantagem,limites
4048,vantagem,estiverem
4049,vantagem,nutrientes
4050,sobreordenha,causador
4051,sobreordenha,contato
4052,sobreordenha,contagem
4053,sobreordenha,tomada
4054,sobreordenha,vermis
4055,sobreordenha,responsáveis
4056,sobreordenha,bacteriana
4057,sobreordenha,desenvolvam
4058,sobreordenha,microrganismo
4059,sobreordenha,intramamárias
4060,mineral,sal
4061,mineral,mistura
4062,mineral,dieta
4063,mineral,consumo
4064,mineral,na
4065,mineral,base
4066,mineral,sódio
4067,mineral,quantidade
4068,mineral,cálcio
4069,mineral,fornecer
4070,produção,holandês
4071,produção,cruzamento
4072,produção,valores
4073,produção,gir
4074,produção,zebuínas
4075,produção,guzerá
4076,produção,zebu
4077,produção,raça
4078,produção,sindi
4079,produção,criadores
4080,tristeza,parasitária
4081,tristeza,dor
4082,tristeza,cmt
4083,tristeza,resíduos
4084,tristeza,fasciolose
4085,tristeza,tamanho
4086,tristeza,psicrotróficas
4087,tristeza,berne
4088,tristeza,consequência
4089,tristeza,sobreordenha
4090,propriedade,instalaçõe
4091,propriedade,adotado
4092,propriedade,controlada
4093,propriedade,influência
4094,propriedade,uma
4095,propriedade,convencional
4096,propriedade,infestação
4097,propriedade,conforto
4098,propriedade,empregado
4099,propriedade,manutenção
4100,pta,dep
4101,pta,produto
4102,pta,estimado
4103,pta,leiteira
4104,pta,pc
4105,pta,cruza
4106,pta,rebanhos
4107,pta,tricross
4108,pta,dado
4109,pta,mestiços
4110,manual,botijão
4111,manual,efetiva
4112,manual,bula
4113,manual,vermifugação
4114,manual,contraindicação
4115,manual,vivos
4116,manual,resíduo
4117,manual,recuperar
4118,manual,alimentar
4119,manual,início
4120,touro,fêmea
4121,touro,rebanho
4122,touro,provado
4123,touro,genético
4124,touro,filha
4125,touro,cria
4126,touro,estéril
4127,touro,lactaçõe
4128,touro,touros
4129,touro,um
4130,desaleitamento,vantagem
4131,desaleitamento,garantia
4132,desaleitamento,composição
4133,desaleitamento,completa
4134,desaleitamento,leiteiras
4135,desaleitamento,estiverem
4136,desaleitamento,precoce
4137,desaleitamento,mínimo
4138,desaleitamento,tratado
4139,desaleitamento,raçõe
4140,mastite,ordenha
4141,mastite,garupa
4142,mastite,clínica
4143,mastite,terapia
4144,mastite,tratamento
4145,mastite,infecciosa
4146,mastite,úbere
4147,mastite,condição
4148,mastite,subclínica
4149,mastite,corporal
4150,sal,mineral
4151,sal,mistura
4152,sal,quantidade
4153,sal,na
4154,sal,dieta
4155,sal,seca
4156,sal,recomenda
4157,sal,necessidade
4158,sal,consumo
4159,sal,comum
4160,polpa,disponibilidade
4161,polpa,adubo
4162,polpa,ocorte
4163,polpa,manejado
4164,polpa,banco
4165,polpa,arborização
4166,polpa,intoxicação
4167,polpa,silos
4168,polpa,alternativa
4169,polpa,apresenta
4170,cítrica,aéreos
4171,cítrica,banco
4172,cítrica,manejado
4173,cítrica,percentuais
4174,cítrica,produzida
4175,cítrica,capimelefante
4176,cítrica,arborização
4177,cítrica,mombaça
4178,cítrica,tanzânia
4179,cítrica,compactação
4180,lactação,colostro
4181,lactação,vaca
4182,lactação,corporal
4183,lactação,primeiras
4184,lactação,normal
4185,lactação,isso
4186,lactação,revacinar
4187,lactação,bezerro
4188,lactação,parto
4189,lactação,gestante
4190,cio,atraso
4191,cio,parto
4192,cio,identificação
4193,cio,ordenha
4194,cio,inseminação
4195,cio,condição
4196,cio,gestante
4197,cio,problema
4198,cio,serviço
4199,cio,aleitamento
4200,concentrado,dieta
4201,concentrado,base
4202,concentrado,ndt
4203,concentrado,peletizado
4204,concentrado,fornecer
4205,concentrado,mistura
4206,concentrado,volumoso
4207,concentrado,ureia
4208,concentrado,pb
4209,concentrado,sódio
4210,técnica,las
4211,técnica,gêmeo
4212,técnica,melhoria
4213,técnica,obter
4214,técnica,significa
4215,técnica,meta
4216,técnica,efetivo
4217,técnica,instalação
4218,técnica,modo
4219,técnica,criar
4220,sombra,capimelefante
4221,sombra,tóxicas
4222,sombra,arborização
4223,sombra,alternativa
4224,sombra,superpastejo
4225,sombra,produzida
4226,sombra,recomendada
4227,sombra,manejado
4228,sombra,literatura
4229,sombra,arbóreas
4230,bezerro,novilha
4231,bezerro,vaca
4232,bezerro,idade
4233,bezerro,colostro
4234,bezerro,revacinar
4235,bezerro,lactação
4236,bezerro,peso
4237,bezerro,primeiras
4238,bezerro,gestação
4239,bezerro,melhoradore
4240,concentrado,dieta
4241,concentrado,base
4242,concentrado,ndt
4243,concentrado,peletizado
4244,concentrado,fornecer
4245,concentrado,mistura
4246,concentrado,volumoso
4247,concentrado,ureia
4248,concentrado,pb
4249,concentrado,sódio
4250,parto,atraso
4251,parto,cio
4252,parto,gestante
4253,parto,colostro
4254,parto,revacinar
4255,parto,ordenha
4256,parto,problema
4257,parto,identificação
4258,parto,vaca
4259,parto,corporal
4260,pastagen,braquiária
4261,pastagen,gramínea
4262,pastagen,forrageira
4263,pastagen,espécie
4264,pastagen,leguminosa
4265,pastagen,área
4266,pastagen,capacidade
4267,pastagen,planta
4268,pastagen,folha
4269,pastagen,ha
4270,embriõe,dado
4271,embriõe,produzem
4272,embriõe,respeito
4273,embriõe,modelo
4274,embriõe,produtivo
4275,embriõe,comportamento
4276,embriõe,in
4277,embriõe,rebanhos
4278,embriõe,tricross
4279,embriõe,pive
4280,reprodutiva,sêman
4281,reprodutiva,cobrir
4282,reprodutiva,andrológico
4283,reprodutiva,poderem
4284,reprodutiva,macho
4285,reprodutiva,provado
4286,reprodutiva,touros
4287,reprodutiva,exame
4288,reprodutiva,fazenda
4289,reprodutiva,chamado
4290,mastite,ordenha
4291,mastite,garupa
4292,mastite,clínica
4293,mastite,terapia
4294,mastite,tratamento
4295,mastite,infecciosa
4296,mastite,úbere
4297,mastite,condição
4298,mastite,subclínica
4299,mastite,corporal
4300,azevém,aveia
4301,azevém,formação
4302,azevém,planta
4303,azevém,anual
4304,azevém,cultura
4305,azevém,alfafa
4306,azevém,adubação
4307,azevém,forrageira
4308,azevém,solo
4309,azevém,lavoura
4310,período,é
4311,período,o
4312,período,intervalo
4313,período,tratamento
4314,período,seco
4315,período,evitar
4316,período,natural
4317,período,infestação
4318,período,controle
4319,período,importante
4320,sorgo,ensilagem
4321,sorgo,nutriente
4322,sorgo,milho
4323,sorgo,silagem
4324,sorgo,verde
4325,sorgo,silo
4326,sorgo,química
4327,sorgo,chuvas
4328,sorgo,fermentação
4329,sorgo,nutritivo
4330,minerais,vitamina
4331,minerais,cálcio
4332,minerais,microbiana
4333,minerais,concentração
4334,minerais,sódio
4335,minerais,fibra
4336,minerais,magnésio
4337,minerais,proibido
4338,minerais,na
4339,minerais,fornecimento
4340,cruzamento,zebuínas
4341,cruzamento,sindi
4342,cruzamento,raça
4343,cruzamento,guzerá
4344,cruzamento,gir
4345,cruzamento,animai
4346,cruzamento,heterose
4347,cruzamento,holandês
4348,cruzamento,produção
4349,cruzamento,genética
4350,gramínea,braquiária
4351,gramínea,pastagen
4352,gramínea,tropicais
4353,gramínea,espécie
4354,gramínea,folha
4355,gramínea,cultivar
4356,gramínea,napier
4357,gramínea,leguminosa
4358,gramínea,forrageira
4359,gramínea,consorciação
4360,mastite,ordenha
4361,mastite,garupa
4362,mastite,clínica
4363,mastite,terapia
4364,mastite,tratamento
4365,mastite,infecciosa
4366,mastite,úbere
4367,mastite,condição
4368,mastite,subclínica
4369,mastite,corporal
4370,capineira,adubação
4371,capineira,lavoura
4372,capineira,corte
4373,capineira,baixada
4374,capineira,crescimento
4375,capineira,nutritivo
4376,capineira,anuais
4377,capineira,distribuição
4378,capineira,formação
4379,capineira,altura
4380,ordenha,atraso
4381,ordenha,condição
4382,ordenha,corporal
4383,ordenha,cio
4384,ordenha,parto
4385,ordenha,mastite
4386,ordenha,identificação
4387,ordenha,normal
4388,ordenha,teto
4389,ordenha,gestante
4390,método,líquido
4391,método,cisticercose
4392,método,recuperação
4393,método,infestação
4394,método,retirada
4395,método,realizado
4396,método,esterco
4397,método,adequado
4398,método,ocupação
4399,método,natural
4400,adição,substituir
4401,adição,salientar
4402,adição,estágio
4403,adição,consumida
4404,adição,chuvosa
4405,adição,dura
4406,adição,quantos
4407,adição,intoxicação
4408,adição,elemento
4409,adição,fechado
4410,seca,quantidade
4411,seca,matéria
4412,seca,fósforo
4413,seca,necessidade
4414,seca,magnésio
4415,seca,volumoso
4416,seca,proteico
4417,seca,mistura
4418,seca,cana
4419,seca,teor
4420,encerra,fogo
4421,encerra,porém
4422,encerra,aproveitamento
4423,encerra,profundidade
4424,encerra,saturação
4425,encerra,literatura
4426,encerra,adistribuição
4427,encerra,calagem
4428,encerra,superpastejo
4429,encerra,acidez
4430,líquido,realizado
4431,líquido,recuperação
4432,líquido,orgânica
4433,líquido,esterco
4434,líquido,retirada
4435,líquido,adequado
4436,líquido,baixas
4437,líquido,lagoa
4438,líquido,mosca
4439,líquido,cisticercose
4440,apresentar,identificar
4441,apresentar,reprodutivo
4442,apresentar,ovário
4443,apresentar,casos
4444,apresentar,médico
4445,apresentar,alimentada
4446,apresentar,enxertada
4447,apresentar,teste
4448,apresentar,sincronização
4449,apresentar,aborto
4450,monta,taxon
4451,monta,impacto
4452,monta,exame
4453,monta,ia
4454,monta,fêmeas
4455,monta,artificial
4456,monta,veterinário
4457,monta,fazenda
4458,monta,inseminaçõe
4459,monta,rufiõe
4460,planejamento,principal
4461,planejamento,reação
4462,planejamento,resíduos
4463,planejamento,mercado
4464,planejamento,vermis
4465,planejamento,ovo
4466,planejamento,contagem
4467,planejamento,bovino
4468,planejamento,métodos
4469,planejamento,madeira
4470,indicadores,modificado
4471,indicadores,produtos
4472,indicadores,embriões
4473,indicadores,dp
4474,indicadores,comportamento
4475,indicadores,respeito
4476,indicadores,vaginal
4477,indicadores,exemplo
4478,indicadores,informaçõe
4479,indicadores,efetivo
4480,pastagem,pastejo
4481,pastagem,área
4482,pastagem,baixada
4483,pastagem,azevém
4484,pastagem,adubação
4485,pastagem,aveia
4486,pastagem,sementes
4487,pastagem,forrageira
4488,pastagem,formação
4489,pastagem,plantio
4490,melhoramento,genético
4491,melhoramento,europeu
4492,melhoramento,leiteiro
4493,melhoramento,animais
4494,melhoramento,rústico
4495,melhoramento,seleção
4496,melhoramento,genética
4497,melhoramento,filha
4498,melhoramento,heterose
4499,melhoramento,acasalamento
4500,vaca,colostro
4501,vaca,gestação
4502,vaca,gestante
4503,vaca,revacinar
4504,vaca,novilha
4505,vaca,lactação
4506,vaca,parto
4507,vaca,corporal
4508,vaca,primeiras
4509,vaca,alimentação
4510,vaca,colostro
4511,vaca,gestação
4512,vaca,gestante
4513,vaca,revacinar
4514,vaca,novilha
4515,vaca,lactação
4516,vaca,parto
4517,vaca,corporal
4518,vaca,primeiras
4519,vaca,alimentação
4520,mineral,sal
4521,mineral,mistura
4522,mineral,dieta
4523,mineral,consumo
4524,mineral,na
4525,mineral,base
4526,mineral,sódio
4527,mineral,quantidade
4528,mineral,cálcio
4529,mineral,fornecer
4530,animal,vermifugar
4531,animal,in
4532,animal,célula
4533,animal,produzem
4534,animal,organismo
4535,animal,embriõe
4536,animal,comportamento
4537,animal,vitro
4538,animal,dado
4539,animal,somáticas
4540,pré,alizarol
4541,pré,vivos
4542,pré,ocorrer
4543,pré,contraindicação
4544,pré,seguinte
4545,pré,aparecimento
4546,pré,caso
4547,pré,pois
4548,pré,feto
4549,pré,via
4550,agentes,bovina
4551,agentes,causada
4552,agentes,infecção
4553,agentes,secreçõe
4554,agentes,transmitir
4555,agentes,calórico
4556,agentes,microrganismo
4557,agentes,vacina
4558,agentes,premunição
4559,agentes,sincronização
4560,mestiços,mestiço
4561,mestiços,leiteira
4562,mestiços,puras
4563,mestiços,europeu
4564,mestiços,leiteiro
4565,mestiços,dep
4566,mestiços,pta
4567,mestiços,acasalamento
4568,mestiços,genética
4569,mestiços,produto
4570,solo,plantio
4571,solo,sementes
4572,solo,azevém
4573,solo,aveia
4574,solo,semente
4575,solo,formação
4576,solo,semeadura
4577,solo,pastagem
4578,solo,cultura
4579,solo,alfafa
4580,anual,cultura
4581,anual,irrigação
4582,anual,planta
4583,anual,fenação
4584,anual,aveia
4585,anual,anuais
4586,anual,azevém
4587,anual,alfafa
4588,anual,adubação
4589,anual,formação
4590,reprodutivos,vacas
4591,reprodutivos,manhã
4592,reprodutivos,inseminada
4593,reprodutivos,reprodução
4594,reprodutivos,útero
4595,reprodutivos,coberta
4596,reprodutivos,nascimento
4597,reprodutivos,ordenhada
4598,reprodutivos,deixar
4599,reprodutivos,demoram
4600,clones,produzir
4601,clones,geneticamente
4602,clones,genoma
4603,clones,desvantagen
4604,clones,vantagen
4605,clones,aptidão
4606,clones,diferença
4607,clones,carne
4608,clones,dupla
4609,clones,dna
4610,idênticos,genoma
4611,idênticos,vantagen
4612,idênticos,apresentam
4613,idênticos,humanos
4614,idênticos,essenciais
4615,idênticos,diferença
4616,idênticos,operacional
4617,idênticos,rural
4618,idênticos,fatores
4619,idênticos,carne
4620,parasitária,dor
4621,parasitária,cmt
4622,parasitária,tristeza
4623,parasitária,babesia
4624,parasitária,psicrotróficas
4625,parasitária,resíduos
4626,parasitária,fasciolose
4627,parasitária,sobreordenha
4628,parasitária,enfermidade
4629,parasitária,consequência
4630,realizado,retirada
4631,realizado,orgânica
4632,realizado,adequado
4633,realizado,viável
4634,realizado,líquido
4635,realizado,mosca
4636,realizado,úmido
4637,realizado,recuperação
4638,realizado,compostagem
4639,realizado,facilidade
4640,aplicação,afetado
4641,aplicação,armazenado
4642,aplicação,aumentar
4643,aplicação,recomendado
4644,aplicação,ocorre
4645,aplicação,intramamários
4646,aplicação,reduzir
4647,aplicação,normalmente
4648,aplicação,imersão
4649,aplicação,alimentar
4650,teteira,criado
4651,teteira,individual
4652,teteira,secos
4653,teteira,abrigo
4654,teteira,quantas
4655,teteira,sombreado
4656,teteira,inclinação
4657,teteira,secas
4658,teteira,portanto
4659,teteira,iatf
4660,pastagem,pastejo
4661,pastagem,área
4662,pastagem,baixada
4663,pastagem,azevém
4664,pastagem,adubação
4665,pastagem,aveia
4666,pastagem,sementes
4667,pastagem,forrageira
4668,pastagem,formação
4669,pastagem,plantio
4670,clínica,terapia
4671,clínica,subclínica
4672,clínica,mamária
4673,clínica,infecçõe
4674,clínica,úbere
4675,clínica,higiene
4676,clínica,glândula
4677,clínica,garupa
4678,clínica,imediatamente
4679,clínica,teto
4680,raça,cruzamento
4681,raça,zebuínas
4682,raça,holandês
4683,raça,sindi
4684,raça,gir
4685,raça,guzerá
4686,raça,genética
4687,raça,produção
4688,raça,animai
4689,raça,genético
4690,somáticas,ebv
4691,somáticas,coccidiose
4692,somáticas,seres
4693,somáticas,babesiose
4694,somáticas,lácteos
4695,somáticas,substância
4696,somáticas,organismo
4697,somáticas,processamento
4698,somáticas,vermifugar
4699,somáticas,cru
4700,moderada,copa
4701,moderada,contudo
4702,moderada,fuste
4703,moderada,plantada
4704,moderada,orgânicos
4705,moderada,tarefa
4706,moderada,superfície
4707,moderada,papel
4708,moderada,compostagem
4709,moderada,aproveitamento
4710,sal,mineral
4711,sal,mistura
4712,sal,quantidade
4713,sal,na
4714,sal,dieta
4715,sal,seca
4716,sal,recomenda
4717,sal,necessidade
4718,sal,consumo
4719,sal,comum
4720,prevenção,carrapato
4721,prevenção,ambiente
4722,prevenção,vacina
4723,prevenção,secreçõe
4724,prevenção,programa
4725,prevenção,medida
4726,prevenção,estresse
4727,prevenção,agentes
4728,prevenção,identificar
4729,prevenção,agente
4730,mastite,ordenha
4731,mastite,garupa
4732,mastite,clínica
4733,mastite,terapia
4734,mastite,tratamento
4735,mastite,infecciosa
4736,mastite,úbere
4737,mastite,condição
4738,mastite,subclínica
4739,mastite,corporal
4740,núcleo,resultado
4741,núcleo,pc
4742,núcleo,estimado
4743,núcleo,transferência
4744,núcleo,possibilita
4745,núcleo,atingir
4746,núcleo,cruza
4747,núcleo,geração
4748,núcleo,dep
4749,núcleo,usando
4750,água,cálcio
4751,água,consumo
4752,água,sódio
4753,água,magnésio
4754,água,minerais
4755,água,fósforo
4756,água,energia
4757,água,na
4758,água,rúman
4759,água,dieta
4760,concentrado,dieta
4761,concentrado,base
4762,concentrado,ndt
4763,concentrado,peletizado
4764,concentrado,fornecer
4765,concentrado,mistura
4766,concentrado,volumoso
4767,concentrado,ureia
4768,concentrado,pb
4769,concentrado,sódio
4770,volumoso,ureia
4771,volumoso,base
4772,volumoso,ndt
4773,volumoso,proibido
4774,volumoso,fornecimento
4775,volumoso,adicionar
4776,volumoso,atender
4777,volumoso,sódio
4778,volumoso,mistura
4779,volumoso,quantidade
4780,lactação,colostro
4781,lactação,vaca
4782,lactação,corporal
4783,lactação,primeiras
4784,lactação,normal
4785,lactação,isso
4786,lactação,revacinar
4787,lactação,bezerro
4788,lactação,parto
4789,lactação,gestante
4790,invasora,plantas
4791,invasora,correção
4792,invasora,esterco
4793,invasora,estabelecimento
4794,invasora,acidez
4795,invasora,raíz
4796,invasora,semeadura
4797,invasora,preparo
4798,invasora,profundidade
4799,invasora,irrigação
4800,provoca,desvantagem
4801,provoca,juntamente
4802,provoca,orgânicos
4803,provoca,compostagem
4804,provoca,armazenar
4805,provoca,maneira
4806,provoca,depende
4807,provoca,copa
4808,provoca,lama
4809,provoca,direta
4810,resistência,gênero
4811,resistência,tolerância
4812,resistência,xaraés
4813,resistência,spp
4814,resistência,arbusto
4815,resistência,marandu
4816,resistência,alto
4817,resistência,purpureum
4818,resistência,produtividade
4819,resistência,prestam
4820,anual,cultura
4821,anual,irrigação
4822,anual,planta
4823,anual,fenação
4824,anual,aveia
4825,anual,anuais
4826,anual,azevém
4827,anual,alfafa
4828,anual,adubação
4829,anual,formação
4830,teteira,criado
4831,teteira,individual
4832,teteira,secos
4833,teteira,abrigo
4834,teteira,quantas
4835,teteira,sombreado
4836,teteira,inclinação
4837,teteira,secas
4838,teteira,portanto
4839,teteira,iatf
4840,spp,marandu
4841,spp,decumben
4842,spp,resistência
4843,spp,xaraés
4844,spp,nlemfuensis
4845,spp,brizantha
4846,spp,gênero
4847,spp,embrapa
4848,spp,basilisk
4849,spp,brasil
4850,silagem,sorgo
4851,silagem,verde
4852,silagem,nutriente
4853,silagem,ensilagem
4854,silagem,milho
4855,silagem,fermentação
4856,silagem,teor
4857,silagem,silo
4858,silagem,tonelada
4859,silagem,digestibilidade
4860,vaca,colostro
4861,vaca,gestação
4862,vaca,gestante
4863,vaca,revacinar
4864,vaca,novilha
4865,vaca,lactação
4866,vaca,parto
4867,vaca,corporal
4868,vaca,primeiras
4869,vaca,alimentação
4870,dieta,sódio
4871,dieta,alimento
4872,dieta,base
4873,dieta,consumo
4874,dieta,concentrado
4875,dieta,cálcio
4876,dieta,mistura
4877,dieta,energia
4878,dieta,volumoso
4879,dieta,proibido
4880,anual,cultura
4881,anual,irrigação
4882,anual,planta
4883,anual,fenação
4884,anual,aveia
4885,anual,anuais
4886,anual,azevém
4887,anual,alfafa
4888,anual,adubação
4889,anual,formação
4890,dieta,sódio
4891,dieta,alimento
4892,dieta,base
4893,dieta,consumo
4894,dieta,concentrado
4895,dieta,cálcio
4896,dieta,mistura
4897,dieta,energia
4898,dieta,volumoso
4899,dieta,proibido
4900,carrapato,prevenção
4901,carrapato,ambiente
4902,carrapato,estresse
4903,carrapato,secreçõe
4904,carrapato,vacina
4905,carrapato,identificar
4906,carrapato,causada
4907,carrapato,calórico
4908,carrapato,programa
4909,carrapato,agentes
4910,silagem,sorgo
4911,silagem,verde
4912,silagem,nutriente
4913,silagem,ensilagem
4914,silagem,milho
4915,silagem,fermentação
4916,silagem,teor
4917,silagem,silo
4918,silagem,tonelada
4919,silagem,digestibilidade
4920,leite,vivo
4921,leite,peso
4922,leite,valores
4923,leite,zebu
4924,leite,idade
4925,leite,bezerros
4926,leite,mestiças
